answer,erroneous_line_number,error_type,explanation,filepath,index,question,wrong_answer
"She has 5 grandchildren 4 children so she needs 5+4 = <<5+4=9>>9 stockings
The stockings are $20.00 each and currently 10% off so that's 20*.10 = $<<20*.10=2.00>>2.00 off
The stockings are $20.00 with a $2.00 discount so they are each 20-2 = $<<20-2=18.00>>18.00
The stockings are now $18.00 and she needs 9 so that's $<<18*9=162>>162.00
She also wants to monogram each stocking at $5.00 per stocking so that's 9*5 = $<<9*5=45.00>>45.00
The stockings are $162.00 and the monogramming will cost $45.00 so the stockings will cost 162+45 = $<<162+45=207.00>>207.00
#### 1035",L2,conceptual,"conceptual error: The 10% discount was incorrectly applied to the combined cost of the stocking and monogramming ($20 + $5 = $25), and then to the total amount. The problem states ""The stockings are $20.00 each and currently 10% off"", meaning the discount only applies to the $20 stocking price, not the monogramming cost, and should be calculated before adding the monogramming cost.",yewei/gsm8k_data/conceptual/gsm8k_augmented_1101_1200_conceptual.json,1154,Pearl wants to order 5 monogrammed Christmas stockings for each of her 5 grandchildren and her own 4 children.  The stockings are $20.00 each and currently 10% off.  The monogramming will costs $5.00 per stocking.  How much will the stockings costs?,"She has 5 grandchildren 4 children so she needs 5+4 = <<5+4=9>>9 stockings
The stockings are $20.00 each.
The monogramming will costs $5.00 per stocking.
So, each stocking with monogramming costs $20 + $5 = $25.
Total cost for 9 stockings before discount = 9 * $25 = $<<9*25=225>>225.
The total cost is 10% off, so the discount is $225 * 0.10 = $<<225*0.10=22.50>>22.50.
The final cost will be $225 - $22.50 = $<<225-22.50=202.50>>202.50.
#### 202.50"
"George’s turtle finished 2 minutes quicker than Greta’s so 6-2 = <<6-2=4>>4 minutes to finish
Gloria’s turtle took twice as long as George’s turtle, who finished in 4 minutes so 2*4 = <<8=8>>8 minutes
#### 8",L2,conceptual,"incorrect operation: Gloria’s turtle took twice as long as George’s turtle, so 2*4 = <<8=8>>8 minutes (using multiplication).",yewei/gsm8k_data/conceptual/gsm8k_augmented_1101_1200_conceptual.json,1155,"Greta, George and Gloria entered their turtles in the Key West Turtle Race.  Greta’s turtle finished the race in 6 minutes.  George’s turtle finished 2 minutes quicker than Greta’s.  Gloria’s turtle took twice as long as George’s turtle.  How long did it take Gloria’s turtle to finish the race?","George’s turtle finished 2 minutes quicker than Greta’s so 6-2 = <<6-2=4>>4 minutes to finish
Gloria’s turtle took twice as long as George’s turtle, who finished in 4 minutes so 2+4 = <<2+4=6>>6 minutes
#### 6"
"On Monday, 1200/3=<<1200/3=400>>400 dollars were made.
On Tuesday, 1200/4=<<1200/4=300>>300 dollars were made.
On Wednesday, 1200-400-300=<<1200-400-300=500>>500 dollars were made.
#### 500",L3,conceptual,"incorrect operation: The profit on Wednesday should be calculated by subtracting the profits from Monday and Tuesday from the total profit (1200 - 400 - 300 = 500), not by adding Monday's and Tuesday's profits.",yewei/gsm8k_data/conceptual/gsm8k_augmented_1101_1200_conceptual.json,1156,"A beadshop earns a third of its profit on Monday, a quarter of its profit on Tuesday and the rest of its profit on Wednesday. The shop makes a total profit of $1,200. How much profit, in dollars, was made on Wednesday?","On Monday, 1200/3=<<1200/3=400>>400 dollars were made.
On Tuesday, 1200/4=<<1200/4=300>>300 dollars were made.
On Wednesday, 400 + 300 = <<400+300=700>>700 dollars were made.
#### 700"
"He is washing 10 ounces of shirts because 2 x 5 = <<2*5=10>>10
He is washing 6 ounces of socks because 3 x 2 = <<3*2=6>>6
He is already washing 34 ounces of clothes because 10 + 10 + 8 + 6 = <<10+10+8+6=34>>34
He can wash 16 more ounces because 50 - 34 = <<50-34=16>>16
He can wash 4 pairs of underwear because 16 / 4 = <<16/4=4>>4
#### 4",L3,conceptual,incorrect operand: The weight of shorts was incorrectly used as 4 ounces instead of the correct 8 ounces when calculating the total weight of clothes already being washed.,yewei/gsm8k_data/conceptual/gsm8k_augmented_1101_1200_conceptual.json,1157,"Tony's dad is very strict about the washing machine and family members are only allowed to wash 50 total ounces of clothing at a time. Tony doesn't want to break the rules, so he weighs his clothes and finds that a pair of socks weighs 2 ounces, underwear weighs 4 ounces, a shirt weighs 5 ounces, shorts weigh 8 ounces, and pants weigh 10 ounces. Tony is washing a pair of pants, 2 shirts, a pair of shorts, and 3 pairs of socks. How many more pairs of underwear can he add to the wash and not break the rule?","He is washing 10 ounces of shirts because 2 x 5 = <<2*5=10>>10
He is washing 6 ounces of socks because 3 x 2 = <<3*2=6>>6
He is already washing 30 ounces of clothes because 10 (pants) + 10 (shirts) + 4 (shorts) + 6 (socks) = <<10+10+4+6=30>>30
He can wash 20 more ounces because 50 - 30 = <<50-30=20>>20
He can wash 5 pairs of underwear because 20 / 4 = <<20/4=5>>5
#### 5"
"James delivers 10 x 20 = <<10*20=200>>200 bags a day.
So, he can deliver 200 x 5 = <<200*5=1000>>1000 bags in 5 days.
#### 1000",L1,conceptual,"incorrect operation: The number of bags delivered per day should be calculated by multiplying the bags per trip by the number of trips (10 x 20 = 200), not by adding them.",yewei/gsm8k_data/conceptual/gsm8k_augmented_1101_1200_conceptual.json,1158,"James took a job delivering groceries in his neighborhood. He can carry 10 bags on each trip. If he takes 20 trips a day, how many bags does he deliver in 5 days?","James delivers 10 + 20 = <<10+20=30>>30 bags a day.
So, he can deliver 30 x 5 = <<30*5=150>>150 bags in 5 days.
#### 150"
"The total discount of a pair of shoes is $200 x 30/100 = $<<200*30/100=60>>60.
He spent $200 - $60 = $<<200-60=140>>140 for a pair of shoes.
The total cost of two shirts is $80 x 2 = $<<80*2=160>>160.
The initial cost of his purchase is $140 + $160 = $<<140+160=300>>300.
He got an additional $300 x 5/100 = $<<300*5/100=15>>15 discount upon checkout.
Therefore, Erwan spent $300 - 15 = $<<300-15=285>>285 after all the discounts.
#### 285",L5,conceptual,"incorrect base for discount: The additional 5% discount should be applied to the initial cost of his purchase ($300), not the original price of the shoes ($200).",yewei/gsm8k_data/conceptual/gsm8k_augmented_1101_1200_conceptual.json,1159,"Erwan went on shopping. He purchased a pair of shoes at $200 but discounted 30%, and two shirts at $80 each. Upon checkout, the cashier said that there is an additional 5% discount. How much did he spend after all the discounts?","The total discount of a pair of shoes is $200 x 30/100 = $<<200*30/100=60>>60.
He spent $200 - $60 = $<<200-60=140>>140 for a pair of shoes.
The total cost of two shirts is $80 x 2 = $<<80*2=160>>160.
The initial cost of his purchase is $140 + $160 = $<<140+160=300>>300.
He got an additional $200 x 5/100 = $<<200*5/100=10>>10 discount upon checkout.
Therefore, Erwan spent $300 - 10 = $<<300-10=290>>290 after all the discounts.
#### 290"
"With her regular shoes, it should take 5*10=<<5*10=50>>50 minutes to run five miles
If she wore her new shoes it would take 13*5=<<13*5=65>>65 minutes to run five miles
65-50=<<65-50=15>>15 more minutes
#### 15",L3,conceptual,"misunderstanding of problem: The student calculated the difference in time for one mile (13 - 10 = 3 minutes) but failed to multiply this difference by the total number of miles (5 miles) to find the total additional time for 5 miles. The question asks for the total difference over 5 miles, not per mile.",yewei/gsm8k_data/conceptual/gsm8k_augmented_1101_1200_conceptual.json,1160,"On a normal day, Julia can run a mile in 10 minutes. However, today she decided to wear her new shoes to run. They were uncomfortable and slowed her mile down to 13 minutes. How much longer would it take Julia to run 5 miles in her new shoes than if she wore her old ones?","With her regular shoes, it should take 5*10=<<5*10=50>>50 minutes to run five miles
If she wore her new shoes it would take 13*5=<<13*5=65>>65 minutes to run five miles
The difference per mile is 13 - 10 = <<13-10=3>>3 minutes.
#### 3"
"Meena bakes a total of 5 x 12 = <<5*12=60>>60 cookies.
Mr. Stone buys 2 x 12 = <<2*12=24>>24 cookies.
Brock buys 7 cookies, so Katy buys 2 x 7 = <<7*2=14>>14 cookies.
Meena sells a total of 24 + 7 + 14 = <<24+7+14=45>>45 cookies.
She has 60 - 45 = <<60-45=15>>15 cookies left.
#### 15",L3,conceptual,"incorrect operation: Katy buys twice as many as Brock, which means 2 * 7 = 14 cookies, not 2 + 7 = 9 cookies (using addition instead of multiplication).",yewei/gsm8k_data/conceptual/gsm8k_augmented_1101_1200_conceptual.json,1161,"Meena bakes 5 dozen cookies for the school’s bake sale.  She sells 2 dozen cookies to her biology teacher, Mr. Stone.  Her friend Brock buys 7 cookies, and her friend Katy buys twice as many as Brock.  How many cookies does Meena have left?","Meena bakes a total of 5 x 12 = <<5*12=60>>60 cookies.
Mr. Stone buys 2 x 12 = <<2*12=24>>24 cookies.
Brock buys 7 cookies, and her friend Katy buys 2 + 7 = <<2+7=9>>9 cookies.
Meena sells a total of 24 + 7 + 9 = <<24+7+9=40>>40 cookies.
She has 60 - 40 = <<60-40=20>>20 cookies left.
#### 20"
"If Monroe and her husband ate 80 granola bars, then the number of granola bars the children shared is 200-80 = 120
Each child received 20 bars, and there were 120 granola bars, meaning there were 120/20 = <<120/20=6>>6 children in the family.
#### 6",L1,conceptual,skipped step: The step where the granola bars eaten by Monroe and her husband (80 bars) are subtracted from the total (200 - 80 = 120) is skipped. The calculation proceeds as if all 200 bars were divided among the children.,yewei/gsm8k_data/conceptual/gsm8k_augmented_1101_1200_conceptual.json,1162,"Monroe made 200 granola bars for her family. She and her husband ate 80, and the rest was divided equally among her children. If each child received 20 granola bars, how many children are in the family?","There were 200 granola bars, and each child received 20 granola bars, meaning there were 200/20 = <<200/20=10>>10 children in the family.
#### 10"
"There are 3 bouquets.
The total is the average times the number of bouquets, or 12*3=<<12*3=36>>36.
There are 9+14=<<9+14=23>>23 accounted for.
The third included 36-23=<<36-23=13>>13 carnations.
#### 13",L3,conceptual,incorrect operand: The student incorrectly subtracted the average of the first two bouquets (11.5) from the total (36) instead of subtracting the sum of the first two bouquets (9+14=23).,yewei/gsm8k_data/conceptual/gsm8k_augmented_1101_1200_conceptual.json,1163,"Trevor buys three bouquets of carnations. The first included 9 carnations, and the second included 14 carnations. If the average number of carnations in the bouquets is 12, how many carnations were in the third bouquet?","There are 3 bouquets.
The total is the average times the number of bouquets, or 12*3=<<12*3=36>>36.
The average of the first two bouquets is (9+14)/2 = <<(9+14)/2=11.5>>11.5.
The third included 36 - 11.5 = <<36-11.5=24.5>>24.5 carnations.
#### 24.5"
"Over the four hours, the tank loses 2 * 4 = <<2*4=8>>8 gallons of water.
Hayden adds a total of 1 + 3 = <<1+3=4>>4 gallons of water.
At the end of the four hours, there is 40 - 8 + 4 = <<40-8+4=36>>36 gallons of water left in the tank.
#### 36",L1,conceptual,"misunderstanding of problem: The student incorrectly assumed the tank only loses water during the first two hours when no water is added. The tank loses 2 gallons of water per hour for all four hours, not just the first two. The total loss should be 2 * 4 = 8 gallons.",yewei/gsm8k_data/conceptual/gsm8k_augmented_1101_1200_conceptual.json,1164,Hayden has a tank with a small hole in the bottom. The tank starts with 40 gallons of water. It loses 2 gallons of water per hour. Hayden does not add any water for the first two hours. He adds 1 gallon of water to the tank in hour three. He adds three gallons of water to the tank in the fourth hour. How much water is left in the tank at the end of the fourth hour?,"The tank loses 2 * 2 = <<2*2=4>>4 gallons of water in the first two hours.
At the end of the second hour, there is 40 - 4 = <<40-4=36>>36 gallons of water left.
Hayden adds a total of 1 + 3 = <<1+3=4>>4 gallons of water in the third and fourth hours.
At the end of the fourth hour, there is 36 + 4 = <<36+4=40>>40 gallons of water left in the tank.
#### 40"
"First find the area of one side of a roof: 20 feet * 40 feet = <<20*40=800>>800 square feet
Then multiply that number by 2 to find the total area of both sides of the roof: 800 square feet/side * 2 sides = 1600 square feet
Then multiply that number by the number of roofs to find the total area of all the roofs: 1600 square feet/roof * 3 roofs = 4800 square feet
Then multiply the total area of the roofs by the number of shingles needed per square foot to find the total number of shingles needed: 4800 square feet * 8 singles/square foot = <<4800*8=38400>>38400 shingles
#### 38400",L3,conceptual,skipped step: The total area of all three roofs was not calculated. The calculation only accounts for one roof instead of three.,yewei/gsm8k_data/conceptual/gsm8k_augmented_1101_1200_conceptual.json,1165,"Jerry needs to shingle 3 roofs. Each roof is made of two slanted rectangular sides measuring 20 feet by 40 feet. If he needs 8 shingles to cover one square foot of roof, how many shingles does he need total?","First find the area of one side of a roof: 20 feet * 40 feet = <<20*40=800>>800 square feet
Then multiply that number by 2 to find the total area of both sides of the roof: 800 square feet/side * 2 sides = 1600 square feet
Then multiply the total area of the roof by the number of shingles needed per square foot to find the total number of shingles needed: 1600 square feet * 8 singles/square foot = <<1600*8=12800>>12800 shingles
#### 12800"
"Day 1:70(.30)=21 crickets
Day 2:21-6=<<21-6=15>>15 crickets
Day 3:70-21-15=<<70-21-15=34>>34 crickets
#### 34",L2,conceptual,"incorrect operation: For Day 2, the gecko eats 6 *less* than the first day, so the operation should be subtraction (21 - 6 = 15 crickets), not addition (21 + 6 = 27 crickets).",yewei/gsm8k_data/conceptual/gsm8k_augmented_1101_1200_conceptual.json,1166,"A gecko eats 70 crickets every three days.  The first day she eats 30% of the crickets.  The second day she eats 6 less than the first, and the third day she finishes up the remaining crickets.  How many crickets does she eat on the third day?","Day 1:70(.30)=21 crickets
Day 2:21+6=<<21+6=27>>27 crickets
Day 3:70-21-27=<<70-21-27=22>>22 crickets
#### 22"
"The price per kilogram of potatoes is $6 / 2 = $<<6/2=3>>3.
To buy 5 kg of potatoes, she will have to pay 5 * $3 = $<<5*3=15>>15.
#### 15",L2,conceptual,"incorrect operand: To buy 5 kg of potatoes, she should pay 5 * $3 = $15 (using the price per kilogram). The student incorrectly used the price for 2 kg ($6) instead of the calculated price per kg ($3) in the final multiplication.",yewei/gsm8k_data/conceptual/gsm8k_augmented_1101_1200_conceptual.json,1167,"Daphney buys 5 kg of potatoes at the supermarket. If 2 kg of potatoes costs $6, how much will she pay?","The price per kilogram of potatoes is $6 / 2 = $<<6/2=3>>3.
To buy 5 kg of potatoes, she will have to pay 5 * $6 = $<<5*6=30>>30.
#### 30"
"Elrond was able to get 20 x 2 = <<20*2=40>>40 tulips.
Therefore, the total number of tulips they were able to get is 40 + 20 = <<40+20=60>>60.
#### 60",L1,conceptual,"incorrect operation: Elrond was able to get twice as many tulips, which means 20 x 2 = 40 tulips (using multiplication), not 20 + 2 = 22 tulips (using addition).",yewei/gsm8k_data/conceptual/gsm8k_augmented_1101_1200_conceptual.json,1168,Arwen and Elrond picked some flowers. Arwen was able to get 20 tulips and Elrond was able to get twice as many tulips as Arwen did. How many tulips were they able to get in total?,"Elrond was able to get 20 + 2 = <<20+2=22>>22 tulips.
Therefore, the total number of tulips they were able to get is 22 + 20 = <<22+20=42>>42.
#### 42"
"Ben has 4 x 10 = <<4*10=40>>40 basketball cards.
His mother gave him 5 x 8 = <<5*8=40>>40 baseball cards.
Thus, Ben has 40 + 40 = <<40+40=80>>80 cards in all.
Therefore, Ben has 80 - 58 = <<80-58=22>>22 cards left.
#### 22",L2,conceptual,"incorrect operand: When calculating the number of baseball cards, the student incorrectly used 10 cards per box instead of the given 8 cards per box. The calculation should have been 5 x 8 = 40 baseball cards.",yewei/gsm8k_data/conceptual/gsm8k_augmented_1101_1200_conceptual.json,1169,"Ben has four boxes with ten basketball cards in each box. His mother gave him five boxes with eight baseball cards.  If he gives 58 cards to his classmates, how many cards does he has left?","Ben has 4 x 10 = <<4*10=40>>40 basketball cards.
His mother gave him 5 x 10 = <<5*10=50>>50 baseball cards.
Thus, Ben has 40 + 50 = <<40+50=90>>90 cards in all.
Therefore, Ben has 90 - 58 = <<90-58=32>>32 cards left.
#### 32"
"First find how many minute Andy had to get to school when he left his house: 8:00 AM - 7:15 AM = 45 minutes
Then find the total time he spent waiting at red lights: 3 minutes/light * 4 lights = <<3*4=12>>12 minutes
Now add the normal travel time, red light time, and construction wait time to find Andy's total travel time: 30 minutes + 12 minutes + 10 minutes = <<30+12+10=52>>52 minutes
Now subtract the amount of time Andy had when he left his house from that number to find how many minute late he is: 52 minutes - 45 minutes = <<52-45=7>>7 minutes
#### 7",L1,conceptual,"misunderstanding of problem: The student incorrectly calculates lateness by subtracting the normal travel time from the total travel time (52 - 30 = 22), instead of comparing the total travel time (52 minutes) to the available time before school starts (45 minutes). The correct calculation for lateness should be 52 - 45 = 7 minutes.",yewei/gsm8k_data/conceptual/gsm8k_augmented_1101_1200_conceptual.json,1170,"Andy is running late. School starts at 8:00 AM and it normally takes him 30 minutes to get there, but today he had to stop for 3 minutes each at 4 red lights and wait 10 minutes to get past construction. If he left his house at 7:15, how many minutes late will he be?","First find the total time he spent waiting at red lights: 3 minutes/light * 4 lights = <<3*4=12>>12 minutes
Now add the normal travel time, red light time, and construction wait time to find Andy's total travel time: 30 minutes + 12 minutes + 10 minutes = <<30+12+10=52>>52 minutes
Now subtract the normal travel time from the total travel time to find how many minutes late he is: 52 minutes - 30 minutes = <<52-30=22>>22 minutes
#### 22"
"In three years, Michael will have 30+100 = <<30+100=130>>130 trophies.
If Michael has 30 trophies now, Jack will have 10*30 = <<30*10=300>>300 in three years.
Altogether, Jack and Michael will have 300+130 = <<300+130=430>>430 handball trophies in three years.
#### 430",L2,conceptual,"misunderstanding of problem: The problem states Jack will have ten times more trophies than Michael has *right now* in three years. The calculation for Jack's trophies should be based on Michael's current 30 trophies (10 * 30 = 300), not his future 130 trophies.",yewei/gsm8k_data/conceptual/gsm8k_augmented_1101_1200_conceptual.json,1171,"Jack will have ten times more handball trophies than Michael has right now in three years. If Michael has 30 trophies right now, and the number of his trophies increases by 100 in three years, what's the total number of trophies they'll have altogether after three years?","In three years, Michael will have 30+100 = <<30+100=130>>130 trophies.
If Michael has 130 trophies in three years, Jack will have 10*130 = <<10*130=1300>>1300 in three years.
Altogether, Jack and Michael will have 1300+130 = <<1300+130=1430>>1430 handball trophies in three years.
#### 1430"
"In Colbert’s storage, there are 200 wooden planks / 4 = <<200/4=50>>50 wooden planks.
From his parents, there are 200 wooden planks / 2 = <<200/2=100>>100 wooden planks.
So in total, Colbert has not had to buy 50 wooden planks from storage + 100 wooden planks from his parents + 20 wooden planks from his friends = <<50+100+20=170>>170 wooden planks.
He therefore still needs to buy 200 needed wooden planks – 170 owned wooden planks = <<200-170=30>>30 wooden planks.
#### 30",L2,conceptual,"misunderstanding of problem: The phrase ""half of these planks come from Colbert’s parents"" refers to half of the *total* 200 planks, not half of the *remaining* planks after the storage planks were accounted for. The correct calculation for planks from parents should be 200 / 2 = 100.",yewei/gsm8k_data/conceptual/gsm8k_augmented_1101_1200_conceptual.json,1172,"Colbert is building a treehouse out of wooden planks. The treehouse needs 200 wooden planks. A quarter of these planks come from Colbert’s storage, half of these planks come from Colbert’s parents, 20 planks come from Colbert’s friends and he buys the rest from the store. How many planks of wood does he need to buy from the store to finish his treehouse?","In Colbert’s storage, there are 200 wooden planks / 4 = <<200/4=50>>50 wooden planks.
After getting planks from storage, 200 - 50 = 150 planks are remaining.
From his parents, there are 150 wooden planks / 2 = <<150/2=75>>75 wooden planks.
So in total, Colbert has not had to buy 50 wooden planks from storage + 75 wooden planks from his parents + 20 wooden planks from his friends = <<50+75+20=145>>145 wooden planks.
He therefore still needs to buy 200 needed wooden planks – 145 owned wooden planks = <<200-145=55>>55 wooden planks.
#### 55"
"If Audrey was asleep for 10 hours last night and dreamed for 2/5 of the time, she dreamed for 2/5*10 = <<10*2/5=4>>4 hours.
The total time Audrey slept without dreaming is 10-4 = <<10-4=6>>6 hours.
#### 6",L2,conceptual,"misunderstanding of problem: The student calculated the amount of time Audrey was dreaming (4 hours), but the question asked for the amount of time she was *not* dreaming. The correct final step should be 10 - 4 = 6 hours.",yewei/gsm8k_data/conceptual/gsm8k_augmented_1101_1200_conceptual.json,1173,Audrey was asleep for 10 hours last night and dreamed for 2/5 of the time. How much of the night was she not dreaming?,"If Audrey was asleep for 10 hours last night and dreamed for 2/5 of the time, she dreamed for 2/5*10 = <<10*2/5=4>>4 hours.
#### 4"
"Martha has 11-5=<<11-5=6>>6 blue and yellow butterflies.
Martha has 6/3=<<6/3=2>>2 yellow butterflies.
Martha has 2*2=<<2*2=4>>4 blue butterflies.
#### 4",L2,conceptual,"conceptual error: The student incorrectly assumed that the 6 blue and yellow butterflies are split equally between blue and yellow, or misunderstood the relationship ""twice as many blue butterflies as yellow butterflies"". To find the number of yellow butterflies, the total number of blue and yellow butterflies (6) should be divided by 3 (representing 1 part for yellow and 2 parts for blue, totaling 3 parts), not by 2.",yewei/gsm8k_data/conceptual/gsm8k_augmented_1101_1200_conceptual.json,1174,"Martha has 11 butterflies in her collection. She has twice as many blue butterflies as yellow butterflies. The rest of her butterflies are black. If Martha has 5 black butterflies, how many blue butterflies does she have?","Martha has 11-5=<<11-5=6>>6 blue and yellow butterflies.
Martha has 6/2=<<6/2=3>>3 yellow butterflies.
Martha has 6-3=<<6-3=3>>3 blue butterflies.
#### 3"
"The t-shirt costs $10 more than the socks, so it costs $5 + $10 = $15.
The jeans are twice the price of the shirt, so they cost 2 * $15 = $<<2*15=30>>30.
#### 30",L2,conceptual,"incorrect operation: The jeans are twice the price of the shirt, so they should cost 2 * $15 = $30 (using multiplication instead of addition).",yewei/gsm8k_data/conceptual/gsm8k_augmented_1101_1200_conceptual.json,1175,"Henry wants to buy a t-shirt, a pair of jeans and a pair of socks. The jeans are twice the price of the t-shirt, and the t-shirt is $10 more expensive than the socks. The socks cost $5. How much does Henry need to pay for the pair of jeans?","The t-shirt costs $10 more than the socks, so it costs $5 + $10 = $15.
The jeans are twice the price of the shirt, so they cost $15 + 2 = $17.
#### 17"
"Paula wants to go on the go-kart 1 time and the bumper cars 4 times.
The number of tickets needed for the go-karts is 1 × 4 = <<1*4=4>>4.
The number of tickets needed for the bumper cars is 4 × 5 = <<4*5=20>>20.
Paula needs 4 + 20 = <<4+20=24>>24 tickets.
#### 24",L3,conceptual,"incorrect operand: The number of tickets needed for the bumper cars should be 4 × 5 = 20 (using 5 tickets per ride, not 4).",yewei/gsm8k_data/conceptual/gsm8k_augmented_1101_1200_conceptual.json,1176,Paula wants to ride the go-karts 1 time and the bumper cars 4 times. It costs 4 tickets to ride the go-karts and 5 tickets to ride the bumper cars. How many tickets does Paula need?,"Paula wants to go on the go-kart 1 time and the bumper cars 4 times.
The number of tickets needed for the go-karts is 1 × 4 = <<1*4=4>>4.
The number of tickets needed for the bumper cars is 4 × 4 = <<4*4=16>>16.
Paula needs 4 + 16 = <<4+16=20>>20 tickets.
#### 20"
"He rents it out for 8*4=<<8*4=32>>32 hours
That means he makes 32*20=$<<32*20=640>>640
#### 640",L1,conceptual,"incorrect operation: The total hours rented per week should be calculated by multiplying the hours per day by the number of days per week (8 * 4 = 32 hours), not by adding them.",yewei/gsm8k_data/conceptual/gsm8k_augmented_1101_1200_conceptual.json,1177,James rents his car out for $20 an hour.  He rents it for 8 hours a day 4 days a week.  How much does he make a week?,"He rents it out for 8+4=<<8+4=12>>12 hours
That means he makes 12*20=$<<12*20=240>>240
#### 240"
"Oula's earnings for that month are 96* $100 = $<<96*100=9600>>9600
Tona made 3/4*96 = <<3/4*96=72>>72 deliveries that month.
Tona's total earnings for that month are 72*$100 = $<<72*100=7200>>7200
Their difference in pay is $9600-$7200 = $<<9600-7200=2400>>2400
#### 2400",L2,conceptual,"misinterpretation of problem: Tona made 3/4 *times* as many deliveries as Oula, not 3/4 *fewer* deliveries. The calculation for Tona's deliveries should be 3/4 * 96 = 72, not 96 - (3/4 * 96).",yewei/gsm8k_data/conceptual/gsm8k_augmented_1101_1200_conceptual.json,1178,"Oula and Tona work for a delivery service company, supplying different parts of their state with milk products. They are paid $100 for each delivery made in a day. In a particular month, Oula made 96 deliveries while Tona made 3/4 times as many deliveries as Oula. Calculate their difference in pay that month.","Oula's earnings for that month are 96* $100 = $<<96*100=9600>>9600
Tona made 96 - (3/4 * 96) = 96 - 72 = <<96-72=24>>24 deliveries that month.
Tona's total earnings for that month are 24*$100 = $<<24*100=2400>>2400
Their difference in pay is $9600-$2400 = $<<9600-2400=7200>>7200
#### 7200"
"Rob has 40/5=<<40/5=8>>8 doubles baseball cards.
Rob has 8*3=<<8*3=24>>24 baseball cards.
#### 24",L1,conceptual,"misunderstanding of problem: The student incorrectly assumed Rob has 5 times as many doubles as Jess. The problem states ""Jess has 5 times as many doubles as Rob"", meaning Rob has 40 / 5 = 8 doubles, not 40 * 5.",yewei/gsm8k_data/conceptual/gsm8k_augmented_1101_1200_conceptual.json,1179,"Rob has some baseball cards, and a few are doubles. One third of Rob's cards are doubles, and Jess has 5 times as many doubles as Rob. If Jess has 40 doubles baseball cards, how many baseball cards does Rob have?","Rob has 40 * 5 = <<40*5=200>>200 doubles baseball cards.
Rob has 200 * 3 = <<200*3=600>>600 baseball cards.
#### 600"
"Monty needs to feed 36 family members and each chicken/meal combo feeds 6 people so he needs 36/6 = <<36/6=6>>6 combos
Each chicken/meal combo costs $12.00 and he needs 6 so it will cost him 12*6 = $<<12*6=72.00>>72.00 to feed everyone
#### 72",L2,conceptual,"incorrect operation: The total cost should be calculated by multiplying the number of combos by the cost per combo (12 * 6 = $72.00), not by adding them.",yewei/gsm8k_data/conceptual/gsm8k_augmented_1101_1200_conceptual.json,1180,"A local restaurant is offering an 8 piece fried chicken bucket and 2 sides for $12.00 that will feed 6 people.  If Monty was having a family reunion for 36 family members, how much will it cost him to buy enough chicken and sides to feed everyone one serving?","Monty needs to feed 36 family members and each chicken/meal combo feeds 6 people so he needs 36/6 = <<36/6=6>>6 combos
Each chicken/meal combo costs $12.00 and he needs 6 so it will cost him 12 + 6 = $<<12+6=18.00>>18.00 to feed everyone
#### 18"
"The total number of hours each worker works in the first 2 days is 10+8 = <<10+8=18>>18 hours.
Since they completed the job in three days, each was compensated for 18+15 = <<18+15=33>>33 hours of work.
Mr Fletcher paid each of the workers $10 per hour of work, meaning for 33 hours, each of the workers received 33*$10 = $<<10*33=330>>330
Since they were two workers, the total amount they received all together after each was paid $330 is $330*2 = $<<330*2=660>>660
#### 660",L4,conceptual,skipped step: The final step of multiplying the individual worker's pay by the number of workers (2) to find the total amount received altogether was skipped.,yewei/gsm8k_data/conceptual/gsm8k_augmented_1101_1200_conceptual.json,1181,"Mr Fletcher hired 2 men to dig a well in his compound. They worked for 10 hours on the first day, 8 hours on the second day and finished the job on the third day after working 15 hours. If Mr Fletcher paid each of them $10 per hour of work, calculate the total amount of money they received altogether?","The total number of hours each worker works in the first 2 days is 10+8 = <<10+8=18>>18 hours.
Since they completed the job in three days, each was compensated for 18+15 = <<18+15=33>>33 hours of work.
Mr Fletcher paid each of the workers $10 per hour of work, meaning for 33 hours, each of the workers received 33*$10 = $<<10*33=330>>330
#### 330"
"The two bags of cat food weigh 2 x 3 = <<2*3=6>>6 pounds.
Each bag of dog food weighs 3 + 2 = <<3+2=5>>5 pounds.
So two bags of dog food weigh 2 x 5 = <<2*5=10>>10 pounds.
Thus, Mrs. Anderson bought 6 + 10 = <<6+10=16>>16 pounds of pet food.
And 16 pounds is equal to 16 x 16 = <<16*16=256>>256 ounces.
#### 256",L2,conceptual,"misunderstanding of problem: The weight of each bag of dog food was incorrectly interpreted as 2 pounds. It should have been 2 pounds *more* than each bag of cat food, meaning 3 + 2 = 5 pounds per bag of dog food.",yewei/gsm8k_data/conceptual/gsm8k_augmented_1101_1200_conceptual.json,1182,Mrs. Anderson bought 2 bags of 3-pound bag of cat food and another 2 bags of dog food that each weigh 2 more pounds than each bag of cat food. There are 16 ounces in each pound. How many ounces of pet food did Mrs. Anderson buy?,"The two bags of cat food weigh 2 x 3 = <<2*3=6>>6 pounds.
Each bag of dog food weighs 2 pounds.
So two bags of dog food weigh 2 x 2 = <<2*2=4>>4 pounds.
Thus, Mrs. Anderson bought 6 + 4 = <<6+4=10>>10 pounds of pet food.
And 10 pounds is equal to 10 x 16 = <<10*16=160>>160 ounces.
#### 160"
