index,tier,model,mutation_type,erroneous_line_number,target_variable,correct_value,flawed_value,repro_seed,date_utc,time_utc,mutation_details,filepath,solution_line_count,error_line_numeric,error_position_ratio,position_bin,validator
7039,tier4,google_gemini-2.5-flash,input_misrepresentation,L3,carson_speed_mph,8.0,30.0,6925054489181422323,2025-07-21,12:32:45,"{""type"": ""input_misrepresentation"", ""target_variable"": ""carson_speed_mph"", ""operand_to_replace"": ""school_distance_miles"", ""replacement_variable"": ""jerry_one_way_time_minutes""}",data/conceptual-error-candidates/tier4/7039/google_gemini-2.5-flash_input_misrepresentation_carson_speed_mph_jerry_one_way_time_minutes.json,3,3,1.0,late,ling
7237,tier4,google_gemini-2.5-flash,input_misrepresentation,L3,total_amount_in_piggy_bank,83.0,48.0,7056255485372859590,2025-07-21,12:32:45,"{""type"": ""input_misrepresentation"", ""target_variable"": ""total_amount_in_piggy_bank"", ""operand_to_replace"": ""initial_piggy_bank_amount"", ""replacement_variable"": ""num_weeks""}",data/conceptual-error-candidates/tier4/7237/google_gemini-2.5-flash_input_misrepresentation_total_amount_in_piggy_bank_num_weeks.json,3,3,1.0,late,mauro
7420,tier4,google_gemini-2.5-flash,input_misrepresentation,L5,num_jobs_completed,4.0,1.0,-8978625753134731799,2025-07-21,12:32:45,"{""type"": ""input_misrepresentation"", ""target_variable"": ""num_jobs_completed"", ""operand_to_replace"": ""job_start_fee"", ""replacement_variable"": ""earnings_from_jobs_only""}",data/conceptual-error-candidates/tier4/7420/google_gemini-2.5-flash_input_misrepresentation_num_jobs_completed_earnings_from_jobs_only.json,5,5,1.0,late,arvind
7458,tier4,google_gemini-2.5-flash,input_misrepresentation,L3,gerald_speed_mph,3.0,1.0,1341209105093403786,2025-07-21,12:32:45,"{""type"": ""input_misrepresentation"", ""target_variable"": ""gerald_speed_mph"", ""operand_to_replace"": ""gerald_speed_divisor"", ""replacement_variable"": ""polly_speed_mph""}",data/conceptual-error-candidates/tier4/7458/google_gemini-2.5-flash_input_misrepresentation_gerald_speed_mph_polly_speed_mph.json,3,3,1.0,late,ling
50,tier3,google_gemini-2.5-flash,input_misrepresentation,L1,total_supplies_cost,400,10000,-475877130902159368,2025-07-21,12:32:42,"{""type"": ""input_misrepresentation"", ""target_variable"": ""total_supplies_cost"", ""operand_to_replace"": ""season_length_months"", ""replacement_variable"": ""monthly_expense""}",data/conceptual-error-candidates/tier3/50/google_gemini-2.5-flash_input_misrepresentation_total_supplies_cost_monthly_expense.json,4,1,0.25,early,mauro
112,tier3,google_gemini-2.5-flash,input_misrepresentation,L1,photos_day1,200.0,1.0,412545723304588991,2025-07-21,12:32:42,"{""type"": ""input_misrepresentation"", ""target_variable"": ""photos_day1"", ""operand_to_replace"": ""half_divisor"", ""replacement_variable"": ""initial_gallery_photos""}",data/conceptual-error-candidates/tier3/112/google_gemini-2.5-flash_input_misrepresentation_photos_day1_initial_gallery_photos.json,4,1,0.25,early,yewei
361,tier3,google_gemini-2.5-flash,input_misrepresentation,L1,distance_first_day,600,900,8755834955707210654,2025-07-21,12:32:42,"{""type"": ""input_misrepresentation"", ""target_variable"": ""distance_first_day"", ""operand_to_replace"": ""travel_hours"", ""replacement_variable"": ""speed_km_per_hour""}",data/conceptual-error-candidates/tier3/361/google_gemini-2.5-flash_input_misrepresentation_distance_first_day_speed_km_per_hour.json,4,1,0.25,early,arvind
597,tier3,google_gemini-2.5-flash,input_misrepresentation,L1,cards_from_full_decks,156,2704,-8533890283946745695,2025-07-21,12:32:42,"{""type"": ""input_misrepresentation"", ""target_variable"": ""cards_from_full_decks"", ""operand_to_replace"": ""num_full_decks"", ""replacement_variable"": ""cards_per_full_deck""}",data/conceptual-error-candidates/tier3/597/google_gemini-2.5-flash_input_misrepresentation_cards_from_full_decks_cards_per_full_deck.json,5,1,0.2,early,ling
939,tier3,google_gemini-2.5-flash,input_misrepresentation,L1,basketball_players,10.0,1.0,5593706529904075527,2025-07-21,12:32:42,"{""type"": ""input_misrepresentation"", ""target_variable"": ""basketball_players"", ""operand_to_replace"": ""basketball_denominator"", ""replacement_variable"": ""total_students""}",data/conceptual-error-candidates/tier3/939/google_gemini-2.5-flash_input_misrepresentation_basketball_players_total_students.json,6,1,0.16666666666666666,early,arvind
1028,tier3,google_gemini-2.5-flash,input_misrepresentation,L2,steel_bar_weight,110,40,-2721896672463734348,2025-07-21,12:32:42,"{""type"": ""input_misrepresentation"", ""target_variable"": ""steel_bar_weight"", ""operand_to_replace"": ""copper_bar_weight"", ""replacement_variable"": ""num_bars_per_type""}",data/conceptual-error-candidates/tier3/1028/google_gemini-2.5-flash_input_misrepresentation_steel_bar_weight_num_bars_per_type.json,7,2,0.2857142857142857,early,ali
1114,tier3,google_gemini-2.5-flash,input_misrepresentation,L1,total_donuts_made,120,100,-4473556404527323487,2025-07-21,12:32:42,"{""type"": ""input_misrepresentation"", ""target_variable"": ""total_donuts_made"", ""operand_to_replace"": ""number_of_days"", ""replacement_variable"": ""donuts_per_day""}",data/conceptual-error-candidates/tier3/1114/google_gemini-2.5-flash_input_misrepresentation_total_donuts_made_donuts_per_day.json,4,1,0.25,early,ling
1783,tier3,google_gemini-2.5-flash,input_misrepresentation,L1,mia_shells,60,225,-3173396646186786064,2025-07-21,12:32:42,"{""type"": ""input_misrepresentation"", ""target_variable"": ""mia_shells"", ""operand_to_replace"": ""mia_multiplier"", ""replacement_variable"": ""david_shells""}",data/conceptual-error-candidates/tier3/1783/google_gemini-2.5-flash_input_misrepresentation_mia_shells_david_shells.json,4,1,0.25,early,arvind
1866,tier3,google_gemini-2.5-flash,input_misrepresentation,L1,total_flower_stitches,3000,2500,2986193655794177811,2025-07-21,12:32:43,"{""type"": ""input_misrepresentation"", ""target_variable"": ""total_flower_stitches"", ""operand_to_replace"": ""stitches_per_flower"", ""replacement_variable"": ""num_flowers""}",data/conceptual-error-candidates/tier3/1866/google_gemini-2.5-flash_input_misrepresentation_total_flower_stitches_num_flowers.json,4,1,0.25,early,ali
2168,tier3,google_gemini-2.5-flash,input_misrepresentation,L1,friends_contribution,4000,4/25,-7179216558845004696,2025-07-21,12:32:43,"{""type"": ""input_misrepresentation"", ""target_variable"": ""friends_contribution"", ""operand_to_replace"": ""total_campaign_funds"", ""replacement_variable"": ""friends_percentage""}",data/conceptual-error-candidates/tier3/2168/google_gemini-2.5-flash_input_misrepresentation_friends_contribution_friends_percentage.json,4,1,0.25,early,ling
3001,tier3,google_gemini-2.5-flash,input_misrepresentation,L1,group_total_miles,18,12,1636858581366126006,2025-07-21,12:32:43,"{""type"": ""input_misrepresentation"", ""target_variable"": ""group_total_miles"", ""operand_to_replace"": ""num_days_walked"", ""replacement_variable"": ""num_other_ladies""}",data/conceptual-error-candidates/tier3/3001/google_gemini-2.5-flash_input_misrepresentation_group_total_miles_num_other_ladies.json,4,1,0.25,early,ling
3138,tier3,google_gemini-2.5-flash,input_misrepresentation,L1,total_score,27,36,7690639611022461264,2025-07-21,12:32:43,"{""type"": ""input_misrepresentation"", ""target_variable"": ""total_score"", ""operand_to_replace"": ""grade_2_value"", ""replacement_variable"": ""grade_5_value""}",data/conceptual-error-candidates/tier3/3138/google_gemini-2.5-flash_input_misrepresentation_total_score_grade_5_value.json,4,1,0.25,early,arvind
3163,tier3,google_gemini-2.5-flash,input_misrepresentation,L1,cheese_pizza_ratio,2/3,1/2,-5688483873779119634,2025-07-21,12:32:43,"{""type"": ""input_misrepresentation"", ""target_variable"": ""cheese_pizza_ratio"", ""operand_to_replace"": ""cheese_ratio_numerator"", ""replacement_variable"": ""onion_ratio_denominator""}",data/conceptual-error-candidates/tier3/3163/google_gemini-2.5-flash_input_misrepresentation_cheese_pizza_ratio_onion_ratio_denominator.json,5,1,0.2,early,mauro
3618,tier3,google_gemini-2.5-flash,input_misrepresentation,L1,bonus_frequency,3.0,1.0,65933354858089441,2025-07-21,12:32:43,"{""type"": ""input_misrepresentation"", ""target_variable"": ""bonus_frequency"", ""operand_to_replace"": ""tasks_for_bonus"", ""replacement_variable"": ""total_tasks""}",data/conceptual-error-candidates/tier3/3618/google_gemini-2.5-flash_input_misrepresentation_bonus_frequency_total_tasks.json,4,1,0.25,early,arvind
3904,tier3,google_gemini-2.5-flash,input_misrepresentation,L1,total_folders,6,1,-6200129615151639309,2025-07-21,12:32:43,"{""type"": ""input_misrepresentation"", ""target_variable"": ""total_folders"", ""operand_to_replace"": ""num_classes"", ""replacement_variable"": ""folders_per_class""}",data/conceptual-error-candidates/tier3/3904/google_gemini-2.5-flash_input_misrepresentation_total_folders_folders_per_class.json,8,1,0.125,early,arvind
4305,tier3,google_gemini-2.5-flash,input_misrepresentation,L1,tuesday_sales,10,4,-7675019669123324917,2025-07-21,12:32:44,"{""type"": ""input_misrepresentation"", ""target_variable"": ""tuesday_sales"", ""operand_to_replace"": ""monday_sales"", ""replacement_variable"": ""tuesday_multiplier""}",data/conceptual-error-candidates/tier3/4305/google_gemini-2.5-flash_input_misrepresentation_tuesday_sales_tuesday_multiplier.json,4,1,0.25,early,ling
4333,tier3,google_gemini-2.5-flash,input_misrepresentation,L1,half_seasons,5.0,1.0,671271356584260106,2025-07-21,12:32:44,"{""type"": ""input_misrepresentation"", ""target_variable"": ""half_seasons"", ""operand_to_replace"": ""half_divisor"", ""replacement_variable"": ""total_seasons""}",data/conceptual-error-candidates/tier3/4333/google_gemini-2.5-flash_input_misrepresentation_half_seasons_total_seasons.json,4,1,0.25,early,arvind
4589,tier3,google_gemini-2.5-flash,input_misrepresentation,L1,eggs_per_minute,4.0,1.0,5840884638261999013,2025-07-21,12:32:44,"{""type"": ""input_misrepresentation"", ""target_variable"": ""eggs_per_minute"", ""operand_to_replace"": ""time_per_egg_seconds"", ""replacement_variable"": ""seconds_per_minute""}",data/conceptual-error-candidates/tier3/4589/google_gemini-2.5-flash_input_misrepresentation_eggs_per_minute_seconds_per_minute.json,4,1,0.25,early,mauro
4719,tier3,google_gemini-2.5-flash,input_misrepresentation,L1,half_original_money,24.0,1.0,-6384398417744589586,2025-07-21,12:32:44,"{""type"": ""input_misrepresentation"", ""target_variable"": ""half_original_money"", ""operand_to_replace"": ""half_divisor"", ""replacement_variable"": ""original_money""}",data/conceptual-error-candidates/tier3/4719/google_gemini-2.5-flash_input_misrepresentation_half_original_money_original_money.json,4,1,0.25,early,ali
4885,tier3,google_gemini-2.5-flash,input_misrepresentation,L1,living_expenses,1200,9/16,713706531178785417,2025-07-21,12:32:44,"{""type"": ""input_misrepresentation"", ""target_variable"": ""living_expenses"", ""operand_to_replace"": ""monthly_income"", ""replacement_variable"": ""living_expense_percentage""}",data/conceptual-error-candidates/tier3/4885/google_gemini-2.5-flash_input_misrepresentation_living_expenses_living_expense_percentage.json,4,1,0.25,early,mauro
4939,tier3,google_gemini-2.5-flash,input_misrepresentation,L1,full_merit_scholarship_students,15,1/400,4695265358780521612,2025-07-21,12:32:44,"{""type"": ""input_misrepresentation"", ""target_variable"": ""full_merit_scholarship_students"", ""operand_to_replace"": ""total_senior_students"", ""replacement_variable"": ""full_merit_percentage""}",data/conceptual-error-candidates/tier3/4939/google_gemini-2.5-flash_input_misrepresentation_full_merit_scholarship_students_full_merit_percentage.json,4,1,0.25,early,yewei
5540,tier3,google_gemini-2.5-flash,input_misrepresentation,L1,mary_distance_ran,9,576,-19114876288885679,2025-07-21,12:32:44,"{""type"": ""input_misrepresentation"", ""target_variable"": ""mary_distance_ran"", ""operand_to_replace"": ""mary_fraction_distance"", ""replacement_variable"": ""total_field_distance""}",data/conceptual-error-candidates/tier3/5540/google_gemini-2.5-flash_input_misrepresentation_mary_distance_ran_total_field_distance.json,4,1,0.25,early,mauro
5575,tier3,google_gemini-2.5-flash,input_misrepresentation,L1,julia_money,19.0,1.0,-6544434304319156168,2025-07-21,12:32:44,"{""type"": ""input_misrepresentation"", ""target_variable"": ""julia_money"", ""operand_to_replace"": ""half_divisor"", ""replacement_variable"": ""jade_money""}",data/conceptual-error-candidates/tier3/5575/google_gemini-2.5-flash_input_misrepresentation_julia_money_jade_money.json,4,1,0.25,early,arvind
5870,tier3,google_gemini-2.5-flash,input_misrepresentation,L1,orange_harvest_times_per_year,6.0,1.0,3954126451261857532,2025-07-21,12:32:44,"{""type"": ""input_misrepresentation"", ""target_variable"": ""orange_harvest_times_per_year"", ""operand_to_replace"": ""orange_harvest_interval_months"", ""replacement_variable"": ""months_per_year""}",data/conceptual-error-candidates/tier3/5870/google_gemini-2.5-flash_input_misrepresentation_orange_harvest_times_per_year_months_per_year.json,5,1,0.2,early,mauro
5921,tier3,google_gemini-2.5-flash,input_misrepresentation,L1,cost_local_call_cents,225,25,8505232061541484502,2025-07-21,12:32:44,"{""type"": ""input_misrepresentation"", ""target_variable"": ""cost_local_call_cents"", ""operand_to_replace"": ""local_call_duration"", ""replacement_variable"": ""local_call_cost_per_minute""}",data/conceptual-error-candidates/tier3/5921/google_gemini-2.5-flash_input_misrepresentation_cost_local_call_cents_local_call_cost_per_minute.json,4,1,0.25,early,arvind
6106,tier3,google_gemini-2.5-flash,input_misrepresentation,L1,total_weight_men,1520,64,-6968010229315155833,2025-07-21,12:32:44,"{""type"": ""input_misrepresentation"", ""target_variable"": ""total_weight_men"", ""operand_to_replace"": ""avg_weight_men"", ""replacement_variable"": ""num_men""}",data/conceptual-error-candidates/tier3/6106/google_gemini-2.5-flash_input_misrepresentation_total_weight_men_num_men.json,4,1,0.25,early,ling
6556,tier3,google_gemini-2.5-flash,input_misrepresentation,L1,money_left_after_initial_supplies,6,8,-9015373042723026128,2025-07-21,12:32:44,"{""type"": ""input_misrepresentation"", ""target_variable"": ""money_left_after_initial_supplies"", ""operand_to_replace"": ""mold_cost"", ""replacement_variable"": ""stick_pack_cost""}",data/conceptual-error-candidates/tier3/6556/google_gemini-2.5-flash_input_misrepresentation_money_left_after_initial_supplies_stick_pack_cost.json,4,1,0.25,early,yewei
6712,tier3,google_gemini-2.5-flash,input_misrepresentation,L1,initial_new_shoes_speed,12,36,-6951217625877327240,2025-07-21,12:32:45,"{""type"": ""input_misrepresentation"", ""target_variable"": ""initial_new_shoes_speed"", ""operand_to_replace"": ""speed_multiplier"", ""replacement_variable"": ""old_shoes_speed""}",data/conceptual-error-candidates/tier3/6712/google_gemini-2.5-flash_input_misrepresentation_initial_new_shoes_speed_old_shoes_speed.json,4,1,0.25,early,yewei
6946,tier3,google_gemini-2.5-flash,input_misrepresentation,L1,food_used_first_day,160,4/25,6434303960054064700,2025-07-21,12:32:45,"{""type"": ""input_misrepresentation"", ""target_variable"": ""food_used_first_day"", ""operand_to_replace"": ""initial_food_supply"", ""replacement_variable"": ""first_day_fraction_used""}",data/conceptual-error-candidates/tier3/6946/google_gemini-2.5-flash_input_misrepresentation_food_used_first_day_first_day_fraction_used.json,4,1,0.25,early,ling
7095,tier3,google_gemini-2.5-flash,input_misrepresentation,L1,animals_day1,122,100,6643023010523575726,2025-07-21,12:32:45,"{""type"": ""input_misrepresentation"", ""target_variable"": ""animals_day1"", ""operand_to_replace"": ""crabs_day1"", ""replacement_variable"": ""oysters_day1""}",data/conceptual-error-candidates/tier3/7095/google_gemini-2.5-flash_input_misrepresentation_animals_day1_oysters_day1.json,5,1,0.2,early,ling
7424,tier3,google_gemini-2.5-flash,input_misrepresentation,L1,cost_per_pound_with_tax,6,2,7101790637230202324,2025-07-21,12:32:45,"{""type"": ""input_misrepresentation"", ""target_variable"": ""cost_per_pound_with_tax"", ""operand_to_replace"": ""bulk_price_per_pound"", ""replacement_variable"": ""tax_per_pound""}",data/conceptual-error-candidates/tier3/7424/google_gemini-2.5-flash_input_misrepresentation_cost_per_pound_with_tax_tax_per_pound.json,4,1,0.25,early,ali
30,tier2,google_gemini-2.5-flash,input_misrepresentation,L2,pieces_eaten_group1,4.0,8.0,217164075996299988,2025-07-21,12:32:41,"{""type"": ""input_misrepresentation"", ""target_variable"": ""pieces_eaten_group1"", ""operand_to_replace"": ""num_people_group1"", ""replacement_variable"": ""num_people""}",data/conceptual-error-candidates/tier2/30/google_gemini-2.5-flash_input_misrepresentation_pieces_eaten_group1_num_people.json,5,2,0.4,middle,ali
250,tier2,google_gemini-2.5-flash,input_misrepresentation,L1,total_weight_stack,300,100,9107739856190827029,2025-07-21,12:32:41,"{""type"": ""input_misrepresentation"", ""target_variable"": ""total_weight_stack"", ""operand_to_replace"": ""weight_per_plate"", ""replacement_variable"": ""num_plates""}",data/conceptual-error-candidates/tier2/250/google_gemini-2.5-flash_input_misrepresentation_total_weight_stack_num_plates.json,3,1,0.3333333333333333,middle,mauro
556,tier2,google_gemini-2.5-flash,input_misrepresentation,L1,salary_after_first_raise,112000.0,1568000000,-5619981017466385807,2025-07-21,12:32:41,"{""type"": ""input_misrepresentation"", ""target_variable"": ""salary_after_first_raise"", ""operand_to_replace"": ""percent_to_decimal_factor"", ""replacement_variable"": ""first_raise_factor_percent""}",data/conceptual-error-candidates/tier2/556/google_gemini-2.5-flash_input_misrepresentation_salary_after_first_raise_first_raise_factor_percent.json,2,1,0.5,middle,arvind
638,tier2,google_gemini-2.5-flash,input_misrepresentation,L4,total_five_dollar_winnings,160.0,6400.0,-5304845983923511940,2025-07-21,12:32:41,"{""type"": ""input_misrepresentation"", ""target_variable"": ""total_five_dollar_winnings"", ""operand_to_replace"": ""five_dollar_prize"", ""replacement_variable"": ""num_tickets""}",data/conceptual-error-candidates/tier2/638/google_gemini-2.5-flash_input_misrepresentation_total_five_dollar_winnings_num_tickets.json,8,4,0.5,middle,ali
664,tier2,google_gemini-2.5-flash,input_misrepresentation,L1,dog_lifespan,10.0,16,-3766864023894182916,2025-07-21,12:32:41,"{""type"": ""input_misrepresentation"", ""target_variable"": ""dog_lifespan"", ""operand_to_replace"": ""hamster_lifespan"", ""replacement_variable"": ""dog_hamster_ratio""}",data/conceptual-error-candidates/tier2/664/google_gemini-2.5-flash_input_misrepresentation_dog_lifespan_dog_hamster_ratio.json,2,1,0.5,middle,ling
673,tier2,google_gemini-2.5-flash,input_misrepresentation,L1,total_cost_before_discount,1000.0,100000000,-6481033195553104023,2025-07-21,12:32:41,"{""type"": ""input_misrepresentation"", ""target_variable"": ""total_cost_before_discount"", ""operand_to_replace"": ""cost_per_ball"", ""replacement_variable"": ""num_balls""}",data/conceptual-error-candidates/tier2/673/google_gemini-2.5-flash_input_misrepresentation_total_cost_before_discount_num_balls.json,3,1,0.3333333333333333,middle,ling
885,tier2,google_gemini-2.5-flash,input_misrepresentation,L1,labor_cost,600,5625,7396769346729298227,2025-07-21,12:32:41,"{""type"": ""input_misrepresentation"", ""target_variable"": ""labor_cost"", ""operand_to_replace"": ""hours_worked"", ""replacement_variable"": ""hourly_rate""}",data/conceptual-error-candidates/tier2/885/google_gemini-2.5-flash_input_misrepresentation_labor_cost_hourly_rate.json,3,1,0.3333333333333333,middle,yewei
937,tier2,google_gemini-2.5-flash,input_misrepresentation,L1,discount_amount,15.0,9.0,-9197044426728635906,2025-07-21,12:32:41,"{""type"": ""input_misrepresentation"", ""target_variable"": ""discount_amount"", ""operand_to_replace"": ""dress_price"", ""replacement_variable"": ""discount_percent_value""}",data/conceptual-error-candidates/tier2/937/google_gemini-2.5-flash_input_misrepresentation_discount_amount_discount_percent_value.json,2,1,0.5,middle,yewei
1293,tier2,google_gemini-2.5-flash,input_misrepresentation,L2,irene_shirts_cost,85,255,5789234526271488544,2025-07-21,12:32:41,"{""type"": ""input_misrepresentation"", ""target_variable"": ""irene_shirts_cost"", ""operand_to_replace"": ""num_shirts"", ""replacement_variable"": ""cost_per_short""}",data/conceptual-error-candidates/tier2/1293/google_gemini-2.5-flash_input_misrepresentation_irene_shirts_cost_cost_per_short.json,5,2,0.4,middle,ling
1340,tier2,google_gemini-2.5-flash,input_misrepresentation,L3,hours_per_half_max_day,3.0,9.0,449306686381039345,2025-07-21,12:32:41,"{""type"": ""input_misrepresentation"", ""target_variable"": ""hours_per_half_max_day"", ""operand_to_replace"": ""half_max_factor"", ""replacement_variable"": ""riding_time_specific_day""}",data/conceptual-error-candidates/tier2/1340/google_gemini-2.5-flash_input_misrepresentation_hours_per_half_max_day_riding_time_specific_day.json,5,3,0.6,middle,ali
1674,tier2,google_gemini-2.5-flash,input_misrepresentation,L3,gold_cost_per_ounce,1000,60.0,-4831487891827981681,2025-07-21,12:32:41,"{""type"": ""input_misrepresentation"", ""target_variable"": ""gold_cost_per_ounce"", ""operand_to_replace"": ""gold_price_multiplier"", ""replacement_variable"": ""gold_ounces""}",data/conceptual-error-candidates/tier2/1674/google_gemini-2.5-flash_input_misrepresentation_gold_cost_per_ounce_gold_ounces.json,5,3,0.6,middle,ling
1983,tier2,google_gemini-2.5-flash,input_misrepresentation,L4,total_chicken_cost,6,54.0,-3648014688860523992,2025-07-21,12:32:41,"{""type"": ""input_misrepresentation"", ""target_variable"": ""total_chicken_cost"", ""operand_to_replace"": ""chicken_pounds"", ""replacement_variable"": ""total_vegetable_cost""}",data/conceptual-error-candidates/tier2/1983/google_gemini-2.5-flash_input_misrepresentation_total_chicken_cost_total_vegetable_cost.json,7,4,0.5714285714285714,middle,ali
2408,tier2,google_gemini-2.5-flash,input_misrepresentation,L1,international_charge_cost,35.0,100,2687961981583823378,2025-07-21,12:32:41,"{""type"": ""input_misrepresentation"", ""target_variable"": ""international_charge_cost"", ""operand_to_replace"": ""cost_per_day_international"", ""replacement_variable"": ""num_days_international""}",data/conceptual-error-candidates/tier2/2408/google_gemini-2.5-flash_input_misrepresentation_international_charge_cost_num_days_international.json,2,1,0.5,middle,mauro
2855,tier2,google_gemini-2.5-flash,input_misrepresentation,L2,sandwich_weekly_cost,3.0,9.0,2539883943042945948,2025-07-21,12:32:41,"{""type"": ""input_misrepresentation"", ""target_variable"": ""sandwich_weekly_cost"", ""operand_to_replace"": ""sandwich_days_per_week"", ""replacement_variable"": ""creamsicle_weekly_cost""}",data/conceptual-error-candidates/tier2/2855/google_gemini-2.5-flash_input_misrepresentation_sandwich_weekly_cost_creamsicle_weekly_cost.json,5,2,0.4,middle,arvind
3083,tier2,google_gemini-2.5-flash,input_misrepresentation,L4,earnings_white,1.0,4.0,1447488823248737536,2025-07-21,12:32:41,"{""type"": ""input_misrepresentation"", ""target_variable"": ""earnings_white"", ""operand_to_replace"": ""white_marble_price"", ""replacement_variable"": ""white_percent_decimal""}",data/conceptual-error-candidates/tier2/3083/google_gemini-2.5-flash_input_misrepresentation_earnings_white_white_percent_decimal.json,7,4,0.5714285714285714,middle,arvind
3344,tier2,google_gemini-2.5-flash,input_misrepresentation,L5,dimes_value,3.5,1.5,2007450926533118186,2025-07-21,12:32:41,"{""type"": ""input_misrepresentation"", ""target_variable"": ""dimes_value"", ""operand_to_replace"": ""num_dimes"", ""replacement_variable"": ""total_spent_ice_cream""}",data/conceptual-error-candidates/tier2/3344/google_gemini-2.5-flash_input_misrepresentation_dimes_value_total_spent_ice_cream.json,8,5,0.625,middle,ali
3513,tier2,google_gemini-2.5-flash,input_misrepresentation,L1,cost_increase,40.0,40000,5103298323923247299,2025-07-21,12:32:41,"{""type"": ""input_misrepresentation"", ""target_variable"": ""cost_increase"", ""operand_to_replace"": ""price_increase_percent_decimal"", ""replacement_variable"": ""original_cost_per_tank""}",data/conceptual-error-candidates/tier2/3513/google_gemini-2.5-flash_input_misrepresentation_cost_increase_original_cost_per_tank.json,3,1,0.3333333333333333,middle,arvind
4852,tier2,google_gemini-2.5-flash,input_misrepresentation,L1,cost_per_year_no_discount,120,100,-5738096191698158037,2025-07-21,12:32:41,"{""type"": ""input_misrepresentation"", ""target_variable"": ""cost_per_year_no_discount"", ""operand_to_replace"": ""months_per_year"", ""replacement_variable"": ""cost_per_month""}",data/conceptual-error-candidates/tier2/4852/google_gemini-2.5-flash_input_misrepresentation_cost_per_year_no_discount_cost_per_month.json,2,1,0.5,middle,arvind
5044,tier2,google_gemini-2.5-flash,input_misrepresentation,L1,num_half_day_students,20.0,64.0,8223785328752598031,2025-07-21,12:32:41,"{""type"": ""input_misrepresentation"", ""target_variable"": ""num_half_day_students"", ""operand_to_replace"": ""half_day_percent_num"", ""replacement_variable"": ""total_students""}",data/conceptual-error-candidates/tier2/5044/google_gemini-2.5-flash_input_misrepresentation_num_half_day_students_total_students.json,2,1,0.5,middle,ali
5082,tier2,google_gemini-2.5-flash,input_misrepresentation,L1,commercial_revenue,50.0,10000,-9164269399530017805,2025-07-21,12:32:41,"{""type"": ""input_misrepresentation"", ""target_variable"": ""commercial_revenue"", ""operand_to_replace"": ""commercial_rate"", ""replacement_variable"": ""commercial_views""}",data/conceptual-error-candidates/tier2/5082/google_gemini-2.5-flash_input_misrepresentation_commercial_revenue_commercial_views.json,3,1,0.3333333333333333,middle,mauro
5330,tier2,google_gemini-2.5-flash,input_misrepresentation,L2,healthcare_amount,4000.0,800.0,-6458378728888023295,2025-07-21,12:32:41,"{""type"": ""input_misrepresentation"", ""target_variable"": ""healthcare_amount"", ""operand_to_replace"": ""annual_salary"", ""replacement_variable"": ""taxes_amount""}",data/conceptual-error-candidates/tier2/5330/google_gemini-2.5-flash_input_misrepresentation_healthcare_amount_taxes_amount.json,4,2,0.5,middle,mauro
5604,tier2,google_gemini-2.5-flash,input_misrepresentation,L1,team_b_first_half_score,4.0,64,-2509304763693610698,2025-07-21,12:32:42,"{""type"": ""input_misrepresentation"", ""target_variable"": ""team_b_first_half_score"", ""operand_to_replace"": ""half_factor"", ""replacement_variable"": ""team_a_first_half_score""}",data/conceptual-error-candidates/tier2/5604/google_gemini-2.5-flash_input_misrepresentation_team_b_first_half_score_team_a_first_half_score.json,3,1,0.3333333333333333,middle,ling
5682,tier2,google_gemini-2.5-flash,input_misrepresentation,L3,total_loafer_sales,300.0,45000.0,7189864471737274758,2025-07-21,12:32:42,"{""type"": ""input_misrepresentation"", ""target_variable"": ""total_loafer_sales"", ""operand_to_replace"": ""num_loafers"", ""replacement_variable"": ""total_shirt_sales""}",data/conceptual-error-candidates/tier2/5682/google_gemini-2.5-flash_input_misrepresentation_total_loafer_sales_total_shirt_sales.json,5,3,0.6,middle,yewei
5743,tier2,google_gemini-2.5-flash,input_misrepresentation,L1,cost_increase,45.0,22500,-7983319350848140085,2025-07-21,12:32:42,"{""type"": ""input_misrepresentation"", ""target_variable"": ""cost_increase"", ""operand_to_replace"": ""increase_percent_decimal"", ""replacement_variable"": ""old_plan_cost""}",data/conceptual-error-candidates/tier2/5743/google_gemini-2.5-flash_input_misrepresentation_cost_increase_old_plan_cost.json,2,1,0.5,middle,arvind
5966,tier2,google_gemini-2.5-flash,input_misrepresentation,L3,pages_read_second_night,100.0,4.0,2309057508231869448,2025-07-21,12:32:42,"{""type"": ""input_misrepresentation"", ""target_variable"": ""pages_read_second_night"", ""operand_to_replace"": ""total_pages"", ""replacement_variable"": ""second_night_percent_num""}",data/conceptual-error-candidates/tier2/5966/google_gemini-2.5-flash_input_misrepresentation_pages_read_second_night_second_night_percent_num.json,6,3,0.5,middle,mauro
6112,tier2,google_gemini-2.5-flash,input_misrepresentation,L1,tip_amount,9.0,900,-2002078887766710828,2025-07-21,12:32:42,"{""type"": ""input_misrepresentation"", ""target_variable"": ""tip_amount"", ""operand_to_replace"": ""tip_rate_decimal"", ""replacement_variable"": ""manicure_cost""}",data/conceptual-error-candidates/tier2/6112/google_gemini-2.5-flash_input_misrepresentation_tip_amount_manicure_cost.json,2,1,0.5,middle,ali
