problem_index,rigorous_score,expected_json,predicted_json,full_prediction_text,sanitized_predicted_json,sanitized_expected_json,new_rigorous_score,score_difference
6238,0.8,"{""L1"": ""7*3=21"", ""L2"": ""1.5*2=3"", ""L3"": ""3*3=9"", ""L4"": ""21+3+3=27"", ""L5"": ""27/3=9"", ""FA"": """"}","{""L1"": ""7*3=21"", ""L2"": ""1.5*2=3"", ""L3"": ""3*3=9"", ""L4"": ""21+3+3=27"", ""L5"": ""9/3=9"", ""FA"": """"}","{
  ""L1"": ""7*3=21"",
  ""L2"": ""1.5*2=3"",
  ""L3"": ""3*3=9"",
  ""L4"": ""21+3+3=27"",
  ""L5"": ""9/3=9"",
  ""FA"": """"
}","{'L1': '7*3=21', 'L2': '1.5*2=3', 'L3': '3*3=9', 'L4': '21+3+3=27', 'L5': '9/3=9', 'FA': ''}","{'L1': '7*3=21', 'L2': '1.5*2=3', 'L3': '3*3=9', 'L4': '21+3+3=27', 'L5': '27/3=9', 'FA': ''}",0.8,0.0
2307,1.0,"{""L1"": ""3+3=6"", ""L2"": ""6/3=2"", ""L3"": ""4*2=8"", ""FA"": """"}","{""L1"": ""3+3=6"", ""L2"": ""6/3=2"", ""L3"": ""4*2=8.00"", ""FA"": """"}","{
  ""L1"": ""3+3=6"",
  ""L2"": ""6/3=2"",
  ""L3"": ""4*2=8.00"",
  ""FA"": """"
}","{'L1': '3+3=6', 'L2': '6/3=2', 'L3': '4*2=8.00', 'FA': ''}","{'L1': '3+3=6', 'L2': '6/3=2', 'L3': '4*2=8', 'FA': ''}",1.0,0.0
6747,1.0,"{""L1"": ""5*4=20"", ""L2"": ""21*2=42"", ""L3"": ""42*20=840"", ""L4"": ""840/30=28"", ""L5"": ""30*2.5=75"", ""L6"": ""75/5=15"", ""FA"": """"}","{""L1"": ""5*4=20"", ""L2"": ""21*2=42"", ""L3"": ""42*20=840"", ""L4"": ""840/30=28"", ""L5"": ""30*2.5=75"", ""L6"": ""75/5=15"", ""FA"": """"}","{
  ""L1"": ""5*4=20"",
  ""L2"": ""21*2=42"",
  ""L3"": ""42*20=840"",
  ""L4"": ""840/30=28"",
  ""L5"": ""30*2.5=75"",
  ""L6"": ""75/5=15"",
  ""FA"": """"
}","{'L1': '5*4=20', 'L2': '21*2=42', 'L3': '42*20=840', 'L4': '840/30=28', 'L5': '30*2.5=75', 'L6': '75/5=15', 'FA': ''}","{'L1': '5*4=20', 'L2': '21*2=42', 'L3': '42*20=840', 'L4': '840/30=28', 'L5': '30*2.5=75', 'L6': '75/5=15', 'FA': ''}",1.0,0.0
5146,1.0,"{""L1"": ""2.25*100=225"", ""L2"": ""24/12=2"", ""L3"": ""2*100=200"", ""L4"": ""225-2=223"", ""FA"": """"}","{""L1"": ""2.25*100=225"", ""L2"": ""24/12=2"", ""L3"": ""2*100=200"", ""L4"": ""225-2=223"", ""FA"": """"}","{
  ""L1"": ""2.25*100=225"",
  ""L2"": ""24/12=2"",
  ""L3"": ""2*100=200"",
  ""L4"": ""225-2=223"",
  ""FA"": """"
}","{'L1': '2.25*100=225', 'L2': '24/12=2', 'L3': '2*100=200', 'L4': '225-2=223', 'FA': ''}","{'L1': '2.25*100=225', 'L2': '24/12=2', 'L3': '2*100=200', 'L4': '225-2=223', 'FA': ''}",1.0,0.0
4309,0.8,"{""L1"": ""2000*20=40000"", ""L2"": ""40000/800=50"", ""L3"": ""75*50=3750"", ""L4"": ""3750*0.2=750"", ""L5"": ""2000+3750=5750"", ""FA"": """"}","{""L1"": ""2000*20=40000"", ""L2"": ""40000/800=50"", ""L3"": ""75/truckload*50=3750"", ""L4"": ""3750*0.2=750"", ""L5"": ""2000+3750=5750"", ""FA"": """"}","{
  ""L1"": ""2000*20=40000"",
  ""L2"": ""40000/800=50"",
  ""L3"": ""75/truckload*50=3750"",
  ""L4"": ""3750*0.2=750"",
  ""L5"": ""2000+3750=5750"",
  ""FA"": """"
}","{'L1': '2000*20=40000', 'L2': '40000/800=50', 'L3': '75*50=3750', 'L4': '3750*0.2=750', 'L5': '2000+3750=5750', 'FA': ''}","{'L1': '2000*20=40000', 'L2': '40000/800=50', 'L3': '75*50=3750', 'L4': '3750*0.2=750', 'L5': '2000+3750=5750', 'FA': ''}",1.0,0.19999999999999996
5935,1.0,"{""L1"": ""30*0.2=6"", ""L2"": ""30+6=36"", ""L3"": ""30+36=66"", ""L4"": ""66/44=1.5"", ""L5"": ""30/60=0.5"", ""L6"": ""0.5+0.5=1"", ""FA"": """"}","{""L1"": ""30*0.2=6"", ""L2"": ""30+6=36"", ""L3"": ""30+36=66"", ""L4"": ""66/44=1.5"", ""L5"": ""30/60=0.5"", ""L6"": ""0.5+0.5=1"", ""FA"": """"}","{
  ""L1"": ""30*0.2=6"",
  ""L2"": ""30+6=36"",
  ""L3"": ""30+36=66"",
  ""L4"": ""66/44=1.5"",
  ""L5"": ""30/60=0.5"",
  ""L6"": ""0.5+0.5=1"",
  ""FA"": """"
}","{'L1': '30*0.2=6', 'L2': '30+6=36', 'L3': '30+36=66', 'L4': '66/44=1.5', 'L5': '30/60=0.5', 'L6': '0.5+0.5=1', 'FA': ''}","{'L1': '30*0.2=6', 'L2': '30+6=36', 'L3': '30+36=66', 'L4': '66/44=1.5', 'L5': '30/60=0.5', 'L6': '0.5+0.5=1', 'FA': ''}",1.0,0.0
6068,1.0,"{""L1"": ""25-8=17"", ""L2"": ""25/2=12.5"", ""L3"": ""5*0.5=2.5"", ""L4"": ""12.5-2.5=10"", ""FA"": """"}","{""L1"": ""25-8=17"", ""L2"": ""25/2=12.5"", ""L3"": ""5*0.5=2.5"", ""L4"": ""12.5-2.5=10"", ""FA"": """"}","{
  ""L1"": ""25-8=17"",
  ""L2"": ""25/2=12.5"",
  ""L3"": ""5*0.5=2.5"",
  ""L4"": ""12.5-2.5=10"",
  ""FA"": """"
}","{'L1': '25-8=17', 'L2': '25/2=12.5', 'L3': '5*0.5=2.5', 'L4': '12.5-2.5=10', 'FA': ''}","{'L1': '25-8=17', 'L2': '25/2=12.5', 'L3': '5*0.5=2.5', 'L4': '12.5-2.5=10', 'FA': ''}",1.0,0.0
4922,0.8333333333333334,"{""L1"": ""1-0.2=0.8"", ""L2"": ""500000*0.8=400000"", ""L3"": ""1+3=4"", ""L4"": ""400000/4=100000"", ""L5"": ""100000*0.1=10000"", ""L6"": ""100000-10000=90000"", ""FA"": """"}","{""L1"": ""1*0.2=0.8"", ""L2"": ""500000*0.8=400000"", ""L3"": ""1+3=4"", ""L4"": ""400000/4=100000"", ""L5"": ""100000*0.1=10000"", ""L6"": ""100000-10000=90000"", ""FA"": """"}","{
  ""L1"": ""1*0.2=0.8"",
  ""L2"": ""500000*0.8=400000"",
  ""L3"": ""1+3=4"",
  ""L4"": ""400000/4=100000"",
  ""L5"": ""100000*0.1=10000"",
  ""L6"": ""100000-10000=90000"",
  ""FA"": """"
}","{'L1': '1*0.2=0.8', 'L2': '500000*0.8=400000', 'L3': '1+3=4', 'L4': '400000/4=100000', 'L5': '100000*0.1=10000', 'L6': '100000-10000=90000', 'FA': ''}","{'L1': '1-0.2=0.8', 'L2': '500000*0.8=400000', 'L3': '1+3=4', 'L4': '400000/4=100000', 'L5': '100000*0.1=10000', 'L6': '100000-10000=90000', 'FA': ''}",0.8333333333333334,0.0
5730,1.0,"{""L1"": ""50*0.2=10"", ""L2"": ""50+10=60"", ""L3"": ""60+20=80"", ""L4"": ""80*0.2=16"", ""L5"": ""80+60=140"", ""FA"": """"}","{""L1"": ""50*0.2=10"", ""L2"": ""50+10=60"", ""L3"": ""60+20=80"", ""L4"": ""80*0.2=16"", ""L5"": ""80+60=140"", ""FA"": """"}","{
  ""L1"": ""50*0.2=10"",
  ""L2"": ""50+10=60"",
  ""L3"": ""60+20=80"",
  ""L4"": ""80*0.2=16"",
  ""L5"": ""80+60=140"",
  ""FA"": """"
}","{'L1': '50*0.2=10', 'L2': '50+10=60', 'L3': '60+20=80', 'L4': '80*0.2=16', 'L5': '80+60=140', 'FA': ''}","{'L1': '50*0.2=10', 'L2': '50+10=60', 'L3': '60+20=80', 'L4': '80*0.2=16', 'L5': '80+60=140', 'FA': ''}",1.0,0.0
1329,1.0,"{""L1"": ""1150-150=1000"", ""L2"": ""1150*.7=805"", ""L3"": ""1150-150-805=195"", ""L4"": ""195-150=45"", ""FA"": """"}","{""L1"": ""1150-150=1000"", ""L2"": ""1150*.7=805"", ""L3"": ""1150-150-805=195"", ""L4"": ""195-150=45"", ""FA"": """"}","{
  ""L1"": ""1150-150=1000"",
  ""L2"": ""1150*.7=805"",
  ""L3"": ""1150-150-805=195"",
  ""L4"": ""195-150=45"",
  ""FA"": """"
}","{'L1': '1150-150=1000', 'L2': '1150*.7=805', 'L3': '1150-150-805=195', 'L4': '195-150=45', 'FA': ''}","{'L1': '1150-150=1000', 'L2': '1150*.7=805', 'L3': '1150-150-805=195', 'L4': '195-150=45', 'FA': ''}",1.0,0.0
742,1.0,"{""L1"": ""8*0.50=4"", ""L2"": ""8+4=12"", ""L3"": ""12+7=19"", ""FA"": """"}","{""L1"": ""8*0.50=4"", ""L2"": ""8+4=12"", ""L3"": ""12+7=19"", ""FA"": """"}","{
  ""L1"": ""8*0.50=4"",
  ""L2"": ""8+4=12"",
  ""L3"": ""12+7=19"",
  ""FA"": """"
}","{'L1': '8*0.50=4', 'L2': '8+4=12', 'L3': '12+7=19', 'FA': ''}","{'L1': '8*0.50=4', 'L2': '8+4=12', 'L3': '12+7=19', 'FA': ''}",1.0,0.0
908,0.8,"{""L1"": ""12*5000=60000"", ""L2"": ""5000*.2=1000"", ""L3"": ""5000+1000=6000"", ""L4"": ""6000*14=84000"", ""L5"": ""84000-60000=24000"", ""FA"": """"}","{""L1"": ""12*5000=60000"", ""L2"": ""5000*2=1000"", ""L3"": ""5000+1000=6000"", ""L4"": ""6000*14=84000"", ""L5"": ""84000-60000=24000"", ""FA"": """"}","{
  ""L1"": ""12*5000=60000"",
  ""L2"": ""5000*2=1000"",
  ""L3"": ""5000+1000=6000"",
  ""L4"": ""6000*14=84000"",
  ""L5"": ""84000-60000=24000"",
  ""FA"": """"
}","{'L1': '12*5000=60000', 'L2': '5000*2=1000', 'L3': '5000+1000=6000', 'L4': '6000*14=84000', 'L5': '84000-60000=24000', 'FA': ''}","{'L1': '12*5000=60000', 'L2': '5000*.2=1000', 'L3': '5000+1000=6000', 'L4': '6000*14=84000', 'L5': '84000-60000=24000', 'FA': ''}",0.8,0.0
1054,1.0,"{""L1"": ""50*2=100.00"", ""L2"": ""5*2=10.00"", ""L3"": ""100+10+10=120.00"", ""L4"": ""120*.15=18.00"", ""L5"": ""120+18=138.00"", ""FA"": """"}","{""L1"": ""50*2=100.00"", ""L2"": ""5*2=10.00"", ""L3"": ""100+10+10=120.00"", ""L4"": ""120*.15=18.00"", ""L5"": ""120+18=138.00"", ""FA"": """"}","{
  ""L1"": ""50*2=100.00"",
  ""L2"": ""5*2=10.00"",
  ""L3"": ""100+10+10=120.00"",
  ""L4"": ""120*.15=18.00"",
  ""L5"": ""120+18=138.00"",
  ""FA"": """"
}","{'L1': '50*2=100.00', 'L2': '5*2=10.00', 'L3': '100+10+10=120.00', 'L4': '120*.15=18.00', 'L5': '120+18=138.00', 'FA': ''}","{'L1': '50*2=100.00', 'L2': '5*2=10.00', 'L3': '100+10+10=120.00', 'L4': '120*.15=18.00', 'L5': '120+18=138.00', 'FA': ''}",1.0,0.0
736,1.0,"{""L1"": ""3*2=6"", ""L2"": ""4*3=12"", ""L3"": ""2+12+2=16"", ""L4"": ""16*0.25=4"", ""L5"": ""16+4=20"", ""FA"": """"}","{""L1"": ""3*2=6"", ""L2"": ""4*3=12"", ""L3"": ""2+12+2=16"", ""L4"": ""16*0.25=4"", ""L5"": ""16+4=20"", ""FA"": """"}","{
  ""L1"": ""3*2=6"",
  ""L2"": ""4*3=12"",
  ""L3"": ""2+12+2=16"",
  ""L4"": ""16*0.25=4"",
  ""L5"": ""16+4=20"",
  ""FA"": """"
}","{'L1': '3*2=6', 'L2': '4*3=12', 'L3': '2+12+2=16', 'L4': '16*0.25=4', 'L5': '16+4=20', 'FA': ''}","{'L1': '3*2=6', 'L2': '4*3=12', 'L3': '2+12+2=16', 'L4': '16*0.25=4', 'L5': '16+4=20', 'FA': ''}",1.0,0.0
1828,0.5,"{""L1"": ""1000+100*12=2200"", ""L2"": ""2200*10*0.01=220"", ""L3"": ""2200+220=2420"", ""L4"": ""2420+100*12=3620"", ""L5"": ""3620*100*0.01=3620"", ""L6"": ""3620+3620=7240"", ""FA"": """"}","{""L1"": ""1000 + 100*12=2200"", ""L2"": ""2200*10%=220."", ""L3"": ""2200+220=2420."", ""L4"": ""2420+240=3620"", ""L5"": ""3620*100%=3620."", ""L6"": ""3620+3620=7240"", ""FA"": """"}","{
  ""L1"": ""1000 + 100*12=2200"",
  ""L2"": ""2200*10%=220."",
  ""L3"": ""2200+220=2420."",
  ""L4"": ""2420+240=3620"",
  ""L5"": ""3620*100%=3620."",
  ""L6"": ""3620+3620=7240"",
  ""FA"": """"
}","{'L1': '1000+100*12=2200', 'L2': '2200*10=220.', 'L3': '2200+220=2420.', 'L4': '2420+240=3620', 'L5': '3620*100=3620.', 'L6': '3620+3620=7240', 'FA': ''}","{'L1': '1000+100*12=2200', 'L2': '2200*10*0.01=220', 'L3': '2200+220=2420', 'L4': '2420+100*12=3620', 'L5': '3620*100*0.01=3620', 'L6': '3620+3620=7240', 'FA': ''}",0.5,0.0
6260,1.0,"{""L1"": ""4*2=8"", ""L2"": ""8+10=18"", ""L3"": ""14*0.5=7"", ""L4"": ""20*0.2=4"", ""L5"": ""18-4-7=7"", ""FA"": """"}","{""L1"": ""4*2=8"", ""L2"": ""8+10=18"", ""L3"": ""14*0.5=7"", ""L4"": ""20*0.2=4"", ""L5"": ""18-4-7=7"", ""FA"": """"}","{
  ""L1"": ""4*2=8"",
  ""L2"": ""8+10=18"",
  ""L3"": ""14*0.5=7"",
  ""L4"": ""20*0.2=4"",
  ""L5"": ""18-4-7=7"",
  ""FA"": """"
}","{'L1': '4*2=8', 'L2': '8+10=18', 'L3': '14*0.5=7', 'L4': '20*0.2=4', 'L5': '18-4-7=7', 'FA': ''}","{'L1': '4*2=8', 'L2': '8+10=18', 'L3': '14*0.5=7', 'L4': '20*0.2=4', 'L5': '18-4-7=7', 'FA': ''}",1.0,0.0
2030,1.0,"{""L1"": ""2.5*12=30"", ""L2"": ""5*12=60"", ""L3"": ""12+60=72"", ""FA"": """"}","{""L1"": ""2.5*12=30"", ""L2"": ""5*12=60"", ""L3"": ""12+60=72"", ""FA"": """"}","{
  ""L1"": ""2.5*12=30"",
  ""L2"": ""5*12=60"",
  ""L3"": ""12+60=72"",
  ""FA"": """"
}","{'L1': '2.5*12=30', 'L2': '5*12=60', 'L3': '12+60=72', 'FA': ''}","{'L1': '2.5*12=30', 'L2': '5*12=60', 'L3': '12+60=72', 'FA': ''}",1.0,0.0
1429,1.0,"{""L1"": ""3000/3=1000"", ""L2"": ""3000/200=15"", ""L3"": ""15+1000=1015"", ""FA"": """"}","{""L1"": ""3000/3=1000"", ""L2"": ""3000/200=15"", ""L3"": ""15+1000=1015"", ""FA"": """"}","{
  ""L1"": ""3000/3=1000"",
  ""L2"": ""3000/200=15"",
  ""L3"": ""15+1000=1015"",
  ""FA"": """"
}","{'L1': '3000/3=1000', 'L2': '3000/200=15', 'L3': '15+1000=1015', 'FA': ''}","{'L1': '3000/3=1000', 'L2': '3000/200=15', 'L3': '15+1000=1015', 'FA': ''}",1.0,0.0
301,0.6666666666666666,"{""L1"": ""1/6*240=40"", ""L2"": ""35/100*240=84"", ""L3"": ""240-(40+84)=116"", ""FA"": """"}","{""L1"": ""1/6*240=40"", ""L2"": ""35/100*240=84"", ""L3"": ""240-40-84=116"", ""FA"": """"}","{
  ""L1"": ""1/6*240=40"",
  ""L2"": ""35/100*240=84"",
  ""L3"": ""240-40-84=116"",
  ""FA"": """"
}","{'L1': '1/6*240=40', 'L2': '35/100*240=84', 'L3': '240-40-84=116', 'FA': ''}","{'L1': '1/6*240=40', 'L2': '35/100*240=84', 'L3': '240-(40+84)=116', 'FA': ''}",0.6666666666666666,0.0
6382,0.5714285714285714,"{""L1"": ""16+12=28"", ""L2"": ""28/2=14"", ""L3"": ""28+14=42"", ""L4"": ""3*42=126"", ""L5"": ""126*3=378"", ""L6"": ""13*24=312"", ""L7"": ""378-312=66"", ""FA"": """"}","{""L1"": ""16+12=28"", ""L2"": ""28/2=14"", ""L3"": ""28+14=42"", ""L4"": ""3x42=126"", ""L5"": ""126x3=378"", ""L6"": ""13x24=312"", ""L7"": ""378-312=66"", ""FA"": """"}","{
  ""L1"": ""16+12=28"",
  ""L2"": ""28/2=14"",
  ""L3"": ""28+14=42"",
  ""L4"": ""3x42=126"",
  ""L5"": ""126x3=378"",
  ""L6"": ""13x24=312"",
  ""L7"": ""378-312=66"",
  ""FA"": """"
}","{'L1': '16+12=28', 'L2': '28/2=14', 'L3': '28+14=42', 'L4': '3*42=126', 'L5': '126*3=378', 'L6': '13*24=312', 'L7': '378-312=66', 'FA': ''}","{'L1': '16+12=28', 'L2': '28/2=14', 'L3': '28+14=42', 'L4': '3*42=126', 'L5': '126*3=378', 'L6': '13*24=312', 'L7': '378-312=66', 'FA': ''}",1.0,0.4285714285714286
2127,1.0,"{""L1"": ""125*8/100=10"", ""L2"": ""125-10=115"", ""L3"": ""130*10/100=13"", ""FA"": """"}","{""L1"": ""125*8/100=10"", ""L2"": ""125-10=115"", ""L3"": ""130*10/100=13"", ""FA"": """"}","{
  ""L1"": ""125*8/100=10"",
  ""L2"": ""125-10=115"",
  ""L3"": ""130*10/100=13"",
  ""FA"": """"
}","{'L1': '125*8/100=10', 'L2': '125-10=115', 'L3': '130*10/100=13', 'FA': ''}","{'L1': '125*8/100=10', 'L2': '125-10=115', 'L3': '130*10/100=13', 'FA': ''}",1.0,0.0
1485,0.0,"{""L1"": ""50-20-10=20"", ""L2"": ""20/3=6.666666666666667"", ""FA"": """"}","{""L1"": ""50-20=20"", ""L2"": ""20/3=6.67"", ""FA"": """"}","{
  ""L1"": ""50-20=20"",
  ""L2"": ""20/3=6.67"",
  ""FA"": """"
}","{'L1': '50-20=20', 'L2': '20/3=6.67', 'FA': ''}","{'L1': '50-20-10=20', 'L2': '20/3=6.666666666666667', 'FA': ''}",0.0,0.0
1099,0.5,"{""L1"": ""2+10=12"", ""L2"": ""200/12=16.666666666666668"", ""FA"": """"}","{""L1"": ""2+10=12"", ""L2"": ""200/12=16.67"", ""FA"": """"}","{
  ""L1"": ""2+10=12"",
  ""L2"": ""200/12=16.67"",
  ""FA"": """"
}","{'L1': '2+10=12', 'L2': '200/12=16.67', 'FA': ''}","{'L1': '2+10=12', 'L2': '200/12=16.666666666666668', 'FA': ''}",0.5,0.0
121,0.8571428571428571,"{""L1"": ""250*2=500"", ""L2"": ""4*500=2000"", ""L3"": ""6000-2000=4000"", ""L4"": ""2+6=8"", ""L5"": ""250*8=2000"", ""L6"": ""6000/2000=3"", ""L7"": ""4+3=7"", ""FA"": """"}","{""L1"": ""2*250=500"", ""L2"": ""4*500=2000"", ""L3"": ""6000-2000=4000"", ""L4"": ""2+6=8"", ""L5"": ""250*8=2000"", ""L6"": ""6000/2000=3"", ""L7"": ""4+3=7"", ""FA"": """"}","{
  ""L1"": ""2*250=500"",
  ""L2"": ""4*500=2000"",
  ""L3"": ""6000-2000=4000"",
  ""L4"": ""2+6=8"",
  ""L5"": ""250*8=2000"",
  ""L6"": ""6000/2000=3"",
  ""L7"": ""4+3=7"",
  ""FA"": """"
}","{'L1': '2*250=500', 'L2': '4*500=2000', 'L3': '6000-2000=4000', 'L4': '2+6=8', 'L5': '250*8=2000', 'L6': '6000/2000=3', 'L7': '4+3=7', 'FA': ''}","{'L1': '250*2=500', 'L2': '4*500=2000', 'L3': '6000-2000=4000', 'L4': '2+6=8', 'L5': '250*8=2000', 'L6': '6000/2000=3', 'L7': '4+3=7', 'FA': ''}",0.8571428571428571,0.0
1237,1.0,"{""L1"": ""5*6=30"", ""L2"": ""5*7=35"", ""L3"": ""100-30=70"", ""L4"": ""70/5=14"", ""FA"": """"}","{""L1"": ""5*6=30"", ""L2"": ""5*7=35"", ""L3"": ""100-30=70"", ""L4"": ""70/5=14"", ""FA"": """"}","{
  ""L1"": ""5*6=30"",
  ""L2"": ""5*7=35"",
  ""L3"": ""100-30=70"",
  ""L4"": ""70/5=14"",
  ""FA"": """"
}","{'L1': '5*6=30', 'L2': '5*7=35', 'L3': '100-30=70', 'L4': '70/5=14', 'FA': ''}","{'L1': '5*6=30', 'L2': '5*7=35', 'L3': '100-30=70', 'L4': '70/5=14', 'FA': ''}",1.0,0.0
1167,1.0,"{""L1"": ""6/2=3"", ""L2"": ""5*6=30"", ""FA"": """"}","{""L1"": ""6/2=3"", ""L2"": ""5*6=30"", ""FA"": """"}","{
  ""L1"": ""6/2=3"",
  ""L2"": ""5*6=30"",
  ""FA"": """"
}","{'L1': '6/2=3', 'L2': '5*6=30', 'FA': ''}","{'L1': '6/2=3', 'L2': '5*6=30', 'FA': ''}",1.0,0.0
4534,1.0,"{""L1"": ""2+1=3"", ""L2"": ""63/3=21"", ""FA"": """"}","{""L1"": ""2+1=3"", ""L2"": ""63/3=21"", ""FA"": """"}","{
  ""L1"": ""2+1=3"",
  ""L2"": ""63/3=21"",
  ""FA"": """"
}","{'L1': '2+1=3', 'L2': '63/3=21', 'FA': ''}","{'L1': '2+1=3', 'L2': '63/3=21', 'FA': ''}",1.0,0.0
5177,1.0,"{""L1"": ""50/5=10"", ""L2"": ""50-10=40"", ""FA"": """"}","{""L1"": ""50/5=10"", ""L2"": ""50-10=40"", ""FA"": """"}","{
  ""L1"": ""50/5=10"",
  ""L2"": ""50-10=40"",
  ""FA"": """"
}","{'L1': '50/5=10', 'L2': '50-10=40', 'FA': ''}","{'L1': '50/5=10', 'L2': '50-10=40', 'FA': ''}",1.0,0.0
387,1.0,"{""L1"": ""12/2=6"", ""L2"": ""6-3=3"", ""L3"": ""12+6=18"", ""L4"": ""30-18=12"", ""L5"": ""12/3=4"", ""FA"": """"}","{""L1"": ""12/2=6"", ""L2"": ""6-3=3"", ""L3"": ""12+6=18"", ""L4"": ""30-18=12"", ""L5"": ""12/3=4"", ""FA"": """"}","{
  ""L1"": ""12/2=6"",
  ""L2"": ""6-3=3"",
  ""L3"": ""12+6=18"",
  ""L4"": ""30-18=12"",
  ""L5"": ""12/3=4"",
  ""FA"": """"
}","{'L1': '12/2=6', 'L2': '6-3=3', 'L3': '12+6=18', 'L4': '30-18=12', 'L5': '12/3=4', 'FA': ''}","{'L1': '12/2=6', 'L2': '6-3=3', 'L3': '12+6=18', 'L4': '30-18=12', 'L5': '12/3=4', 'FA': ''}",1.0,0.0
1107,0.5,"{""L1"": ""12/3=4"", ""L2"": ""20/4=5"", ""FA"": """"}","{""L1"": ""12*3=4"", ""L2"": ""20/4=5"", ""FA"": """"}","{
  ""L1"": ""12*3=4"",
  ""L2"": ""20/4=5"",
  ""FA"": """"
}","{'L1': '12*3=4', 'L2': '20/4=5', 'FA': ''}","{'L1': '12/3=4', 'L2': '20/4=5', 'FA': ''}",0.5,0.0
7294,1.0,"{""L1"": ""6*2=12"", ""L2"": ""52-12=40"", ""L3"": ""40/5=8"", ""FA"": """"}","{""L1"": ""6*2=12"", ""L2"": ""52-12=40"", ""L3"": ""40/5=8"", ""FA"": """"}","{
  ""L1"": ""6*2=12"",
  ""L2"": ""52-12=40"",
  ""L3"": ""40/5=8"",
  ""FA"": """"
}","{'L1': '6*2=12', 'L2': '52-12=40', 'L3': '40/5=8', 'FA': ''}","{'L1': '6*2=12', 'L2': '52-12=40', 'L3': '40/5=8', 'FA': ''}",1.0,0.0
6358,1.0,"{""L1"": ""10/5=2"", ""FA"": """"}","{""L1"": ""10/5=2"", ""FA"": """"}","{
  ""L1"": ""10/5=2"",
  ""FA"": """"
}","{'L1': '10/5=2', 'FA': ''}","{'L1': '10/5=2', 'FA': ''}",1.0,0.0
896,1.0,"{""L1"": ""6*2=12"", ""L2"": ""2*3=6"", ""L3"": ""4*5=20"", ""L4"": ""12+20=32"", ""FA"": """"}","{""L1"": ""6*2=12"", ""L2"": ""2*3=6"", ""L3"": ""4*5=20"", ""L4"": ""12+20=32"", ""FA"": """"}","{
  ""L1"": ""6*2=12"",
  ""L2"": ""2*3=6"",
  ""L3"": ""4*5=20"",
  ""L4"": ""12+20=32"",
  ""FA"": """"
}","{'L1': '6*2=12', 'L2': '2*3=6', 'L3': '4*5=20', 'L4': '12+20=32', 'FA': ''}","{'L1': '6*2=12', 'L2': '2*3=6', 'L3': '4*5=20', 'L4': '12+20=32', 'FA': ''}",1.0,0.0
3829,1.0,"{""L1"": ""5-2=3"", ""L2"": ""17-5=12"", ""L3"": ""12-3=9"", ""FA"": """"}","{""L1"": ""5-2=3"", ""L2"": ""17-5=12"", ""L3"": ""12-3=9"", ""FA"": """"}","{
  ""L1"": ""5-2=3"",
  ""L2"": ""17-5=12"",
  ""L3"": ""12-3=9"",
  ""FA"": """"
}","{'L1': '5-2=3', 'L2': '17-5=12', 'L3': '12-3=9', 'FA': ''}","{'L1': '5-2=3', 'L2': '17-5=12', 'L3': '12-3=9', 'FA': ''}",1.0,0.0
7279,1.0,"{""L1"": ""1000*52=52000"", ""FA"": """"}","{""L1"": ""1000*52=52000"", ""FA"": """"}","{
  ""L1"": ""1000*52=52000"",
  ""FA"": """"
}","{'L1': '1000*52=52000', 'FA': ''}","{'L1': '1000*52=52000', 'FA': ''}",1.0,0.0
1360,0.5,"{""L1"": ""14+3=17"", ""L2"": ""12+17=29"", ""FA"": """"}","{""L1"": ""3*14+3=17"", ""L2"": ""12+17=29"", ""FA"": """"}","{
  ""L1"": ""3*14+3=17"",
  ""L2"": ""12+17=29"",
  ""FA"": """"
}","{'L1': '3*14+3=17', 'L2': '12+17=29', 'FA': ''}","{'L1': '14+3=17', 'L2': '12+17=29', 'FA': ''}",0.5,0.0
126,1.0,"{""L1"": ""2*10=20"", ""L2"": ""20-5=15"", ""FA"": """"}","{""L1"": ""2*10=20"", ""L2"": ""20-5=15"", ""FA"": """"}","{
  ""L1"": ""2*10=20"",
  ""L2"": ""20-5=15"",
  ""FA"": """"
}","{'L1': '2*10=20', 'L2': '20-5=15', 'FA': ''}","{'L1': '2*10=20', 'L2': '20-5=15', 'FA': ''}",1.0,0.0
2836,1.0,"{""L1"": ""2*30=60"", ""FA"": """"}","{""L1"": ""2*30=60"", ""FA"": """"}","{
  ""L1"": ""2*30=60"",
  ""FA"": """"
}","{'L1': '2*30=60', 'FA': ''}","{'L1': '2*30=60', 'FA': ''}",1.0,0.0
513,1.0,"{""L1"": ""2*10=20"", ""L2"": ""10+20+20=50"", ""L3"": ""2+2+2=6"", ""FA"": """"}","{""L1"": ""2*10=20"", ""L2"": ""10+20+20=50"", ""L3"": ""2+2+2=6"", ""FA"": """"}","{
  ""L1"": ""2*10=20"",
  ""L2"": ""10+20+20=50"",
  ""L3"": ""2+2+2=6"",
  ""FA"": """"
}","{'L1': '2*10=20', 'L2': '10+20+20=50', 'L3': '2+2+2=6', 'FA': ''}","{'L1': '2*10=20', 'L2': '10+20+20=50', 'L3': '2+2+2=6', 'FA': ''}",1.0,0.0
