index,tier,question,correct_answer,wrong_answer,error_type,explanation,erroneous_line_number,erroneous_line,erroneous_line_eqn,correct_answer_mapping,wrong_answer_mapping,correct_eqn_mapping,wrong_eqn_mapping,correct_answer_length,wrong_answer_length,source,error_subtype,split
2004,tier3,"The average of marks scored in four tests by Jake was 75. If jake scored 80 marks in the first test and 10 more in the second test, and an equal number of marks in the third and fourth test, calculate the marks he scored in the third test.","Since the average of marks scored in four tests by Jake was 75, the total marks that he scored in the four tests are 4*75 = 300
If jake scored 80 marks in the first test and 10 more in the second test, he scored 80+10= 90 marks in the second test.
The combined marks for the first and the second test is 90+80 = 170
The total marks Jake scored in the third and fourth test is 300-170= 130
Since Jake scored an equal number of marks in the third and fourth tests, he scored 130/2 =65 marks in each of the third and fourth tests.
FINAL ANSWER: 65","Since the average of marks scored in four tests by Jake was 75, the total marks that he scored in the four tests are 4*75 = 300
If jake scored 80 marks in the first test and 10 more in the second test, he scored 80+10= 90 marks in the second test.
The combined marks for the first and the second test is 90+80 = 170
The total marks Jake scored in the third and fourth test is 300-170= 130
Since Jake scored an equal number of marks in the third and fourth tests, he scored 130/2 =56 marks in each of the third and fourth tests.
FINAL ANSWER: 56",correct,"The result of this computation should be 65, not 56. It appears two adjacent digits were swapped.",L5,"Since Jake scored an equal number of marks in the third and fourth tests, he scored 130/2 =56 marks in each of the third and fourth tests.",130/2=56,"{
  ""L1"": ""Since the average of marks scored in four tests by Jake was 75, the total marks that he scored in the four tests are 4*75 = 300"",
  ""L2"": ""If jake scored 80 marks in the first test and 10 more in the second test, he scored 80+10= 90 marks in the second test."",
  ""L3"": ""The combined marks for the first and the second test is 90+80 = 170"",
  ""L4"": ""The total marks Jake scored in the third and fourth test is 300-170= 130"",
  ""L5"": ""Since Jake scored an equal number of marks in the third and fourth tests, he scored 130/2 =65 marks in each of the third and fourth tests."",
  ""FA"": ""65""
}","{
  ""L1"": ""Since the average of marks scored in four tests by Jake was 75, the total marks that he scored in the four tests are 4*75 = 300"",
  ""L2"": ""If jake scored 80 marks in the first test and 10 more in the second test, he scored 80+10= 90 marks in the second test."",
  ""L3"": ""The combined marks for the first and the second test is 90+80 = 170"",
  ""L4"": ""The total marks Jake scored in the third and fourth test is 300-170= 130"",
  ""L5"": ""Since Jake scored an equal number of marks in the third and fourth tests, he scored 130/2 =56 marks in each of the third and fourth tests."",
  ""FA"": ""56""
}","{
  ""L1"": ""4*75=300"",
  ""L2"": ""80+10=90"",
  ""L3"": ""90+80=170"",
  ""L4"": ""300-170=130"",
  ""L5"": ""130/2=65"",
  ""FA"": """"
}","{
  ""L1"": ""4*75=300"",
  ""L2"": ""80+10=90"",
  ""L3"": ""90+80=170"",
  ""L4"": ""300-170=130"",
  ""L5"": ""130/2=56"",
  ""FA"": """"
}",6,6,programmatic,generate_digit_transposition_error,test
1826,tier3,"Miriam is trying to exercise more and figures if she counts her exercises it will be encouraging to see her numbers go up. On Monday she does 5 push-ups. On Tuesday she does 7 push-ups. On Wednesday she does twice as many push-ups as the day before. On Thursday she does half the number of total pushups she already did that week. Finally, on Friday she does as many pushups as the total number she did over the previous four days. How many pushups does Miriam do on Friday?","On Monday Miriam does 5 push-ups + 7 push-ups on Tuesday = 12 push-ups on both days.
On Wednesday she does twice as many push-ups as she did on Tuesday, 7 x 2 = 14 push-ups on Wednesday.
Over the first 3 days, she did a total of 14 + 12 = 26 pushups
On Thursday Miriam did 1/2 the same number of total pushups she had already done that week, so she did 1/2 x 26 = 13 pushups on Thursday.
On Friday she does as many push-ups as the total of what she had done over the previous four days, so she did 5 + 7 + 14 + 13 = 39 push-ups on Friday.
FINAL ANSWER: 39","On Monday Miriam does 5 push-ups + 7 push-ups on Tuesday = 12 push-ups on both days.
On Wednesday she does twice as many push-ups as she did on Tuesday, 7 x 2 = 14 push-ups on Wednesday.
Over the first 3 days, she did a total of 14 + 12 = 62 pushups
On Thursday Miriam did 0.5 the same number of total pushups she had already done that week, so she did 0.5 x 62 = 31 pushups on Thursday.
On Friday she does as many push-ups as the total of what she had done over the previous four days, so she did 5 + 7 + 14 + 31 = 57 push-ups on Friday.
FINAL ANSWER: 57",correct,"The result of this computation should be 26, not 62. It appears two adjacent digits were swapped.",L3,"Over the first 3 days, she did a total of 14 + 12 = 62 pushups",14+12=62,"{
  ""L1"": ""On Monday Miriam does 5 push-ups + 7 push-ups on Tuesday = 12 push-ups on both days."",
  ""L2"": ""On Wednesday she does twice as many push-ups as she did on Tuesday, 7 x 2 = 14 push-ups on Wednesday."",
  ""L3"": ""Over the first 3 days, she did a total of 14 + 12 = 26 pushups"",
  ""L4"": ""On Thursday Miriam did 1/2 the same number of total pushups she had already done that week, so she did 1/2 x 26 = 13 pushups on Thursday."",
  ""L5"": ""On Friday she does as many push-ups as the total of what she had done over the previous four days, so she did 5 + 7 + 14 + 13 = 39 push-ups on Friday."",
  ""FA"": ""39""
}","{
  ""L1"": ""On Monday Miriam does 5 push-ups + 7 push-ups on Tuesday = 12 push-ups on both days."",
  ""L2"": ""On Wednesday she does twice as many push-ups as she did on Tuesday, 7 x 2 = 14 push-ups on Wednesday."",
  ""L3"": ""Over the first 3 days, she did a total of 14 + 12 = 62 pushups"",
  ""L4"": ""On Thursday Miriam did 0.5 the same number of total pushups she had already done that week, so she did 0.5 x 62 = 31 pushups on Thursday."",
  ""L5"": ""On Friday she does as many push-ups as the total of what she had done over the previous four days, so she did 5 + 7 + 14 + 31 = 57 push-ups on Friday."",
  ""FA"": ""57""
}","{
  ""L1"": ""5+7=12"",
  ""L2"": ""7*2=14"",
  ""L3"": ""14+12=26"",
  ""L4"": ""1/2*26=13"",
  ""L5"": ""5+7+14+13=39"",
  ""FA"": """"
}","{
  ""L1"": ""5+7=12"",
  ""L2"": ""7*2=14"",
  ""L3"": ""14+12=62"",
  ""L4"": ""0.5*62=31"",
  ""L5"": ""5+7+14+31=57"",
  ""FA"": """"
}",6,6,programmatic,generate_digit_transposition_error,test
1083,tier3,"A factory produced televisions at a constant rate of 10 per day in a certain year. If they reduced the total production by 10 percent in the second year, calculate the total production of television by the factory in the second year.","Since a year has 365 days, the total television production in the first year is 10*365 = 3650
In the second year, they reduced the total television production by 10/100*3650 = 365
The total television production in the second year was 3650-365 = 3285.
FINAL ANSWER: 3285","Since a year has 365 days, the total television production in the first year is 10*365 = 3650
In the second year, they reduced the total television production by 10/100*3650 = 365
The total production of television by the factory in the second year was 365.
FINAL ANSWER: 365",correct,"misunderstanding of problem: The question asks for the *total production* in the second year, not the *amount of reduction*. The student calculated the reduction amount (365) but did not subtract it from the original total production to find the new total.",L3,The total production of television by the factory in the second year was 365.,365=365,"{
  ""L1"": ""Since a year has 365 days, the total television production in the first year is 10*365 = 3650"",
  ""L2"": ""In the second year, they reduced the total television production by 10/100*3650 = 365"",
  ""L3"": ""The total television production in the second year was 3650-365 = 3285."",
  ""FA"": ""3285""
}","{
  ""L1"": ""Since a year has 365 days, the total television production in the first year is 10*365 = 3650"",
  ""L2"": ""In the second year, they reduced the total television production by 10/100*3650 = 365"",
  ""L3"": ""The total production of television by the factory in the second year was 365."",
  ""FA"": ""365""
}","{
  ""L1"": ""10*365=3650"",
  ""L2"": ""10/100*3650=365"",
  ""L3"": ""3650-365=3285"",
  ""FA"": """"
}","{
  ""L1"": ""10*365=3650"",
  ""L2"": ""10/100*3650=365"",
  ""L3"": ""365=365"",
  ""FA"": """"
}",4,4,manual,,train
1551,tier3,"Marcy is the lunch monitor in an elementary school cafeteria. She gives 5 time-outs for running, 1 less than five times that number of time-outs for throwing food, and 1/3 the number of food-throwing time-outs for swearing. If each time-out is 5 minutes, how much time do the students spend in time-out total?","First multiply the number of running time-outs by 5: 5 time-outs * 5 = 25 time-outs
Then subtract 1 from that number to find the number of food-throwing time-outs: 25 time-outs - 1 = 24 time-outs
Then divide that number by 3 to find the number of swearing time-outs: 24 time-outs / 3 = 8 time-outs
Then add the number of each kind of time-out to find the total number: 8 time-outs + 24 time-outs + 5 time-outs = 37 time-outs
Then multiply that number by the length of each time-out to find the total time the students spend in time-out: 37 time-outs * 5 minutes/time-out = 185 minutes
FINAL ANSWER: 185","First multiply the number of running time-outs by 5: 5 time-outs * 5 = 25 time-outs
Then subtract 1 from that number to find the number of food-throwing time-outs: 25 time-outs - 1 = 27 time-outs
Then divide that number by 3 to find the number of swearing time-outs: 27 time-outs / 3 = 9 time-outs
Then add the number of each kind of time-out to find the total number: 9 time-outs + 27 time-outs + 5 time-outs = 41 time-outs
Then multiply that number by the length of each time-out to find the total time the students spend in time-out: 41 time-outs * 5 minutes/time-out = 205 minutes
FINAL ANSWER: 205",correct,"The result of this computation should be 24, not 27. This appears to be a minor miscalculation.",L2,Then subtract 1 from that number to find the number of food-throwing time-outs: 25 time-outs - 1 = 27 time-outs,25-1=27,"{
  ""L1"": ""First multiply the number of running time-outs by 5: 5 time-outs * 5 = 25 time-outs"",
  ""L2"": ""Then subtract 1 from that number to find the number of food-throwing time-outs: 25 time-outs - 1 = 24 time-outs"",
  ""L3"": ""Then divide that number by 3 to find the number of swearing time-outs: 24 time-outs / 3 = 8 time-outs"",
  ""L4"": ""Then add the number of each kind of time-out to find the total number: 8 time-outs + 24 time-outs + 5 time-outs = 37 time-outs"",
  ""L5"": ""Then multiply that number by the length of each time-out to find the total time the students spend in time-out: 37 time-outs * 5 minutes/time-out = 185 minutes"",
  ""FA"": ""185""
}","{
  ""L1"": ""First multiply the number of running time-outs by 5: 5 time-outs * 5 = 25 time-outs"",
  ""L2"": ""Then subtract 1 from that number to find the number of food-throwing time-outs: 25 time-outs - 1 = 27 time-outs"",
  ""L3"": ""Then divide that number by 3 to find the number of swearing time-outs: 27 time-outs / 3 = 9 time-outs"",
  ""L4"": ""Then add the number of each kind of time-out to find the total number: 9 time-outs + 27 time-outs + 5 time-outs = 41 time-outs"",
  ""L5"": ""Then multiply that number by the length of each time-out to find the total time the students spend in time-out: 41 time-outs * 5 minutes/time-out = 205 minutes"",
  ""FA"": ""205""
}","{
  ""L1"": ""5*5=25"",
  ""L2"": ""25-1=24"",
  ""L3"": ""24/3=8"",
  ""L4"": ""8+24+5=37"",
  ""L5"": ""37*5=185"",
  ""FA"": """"
}","{
  ""L1"": ""5*5=25"",
  ""L2"": ""25-1=27"",
  ""L3"": ""27/3=9"",
  ""L4"": ""9+27+5=41"",
  ""L5"": ""41*5=205"",
  ""FA"": """"
}",6,6,programmatic,generate_off_by_n_error,train
4292,tier3,"Jordan and Perry took a boat out to the lake to go fishing on a Monday morning. Jordan caught 4 fish and Perry caught double what Jordan caught. On the way back to shore, the boat tipped over and they lost one-fourth of their total catch. How many fish remain?","Since Perry caught double what Jordan caught, Perry caught 2 * 4 = 8 fish.
Altogether, they caught 8 + 4 = 12 fish.
On the way back to the shore, they lost 12 * 1/4 = 3 fish.
They have 12 - 3 = 9 fish remaining.
FINAL ANSWER: 9","Since Perry caught double what Jordan caught, Perry caught 2 * 4 = 8 fish.
Altogether, they caught 8 + 4 = 21 fish.
On the way back to the shore, they lost 21 * 1/4 = 21/4 fish.
They have 21 - 21/4 = 63/4 fish remaining.
FINAL ANSWER: 63/4",correct,"The result of this computation should be 12, not 21. It appears two adjacent digits were swapped.",L2,"Altogether, they caught 8 + 4 = 21 fish.",8+4=21,"{
  ""L1"": ""Since Perry caught double what Jordan caught, Perry caught 2 * 4 = 8 fish."",
  ""L2"": ""Altogether, they caught 8 + 4 = 12 fish."",
  ""L3"": ""On the way back to the shore, they lost 12 * 1/4 = 3 fish."",
  ""L4"": ""They have 12 - 3 = 9 fish remaining."",
  ""FA"": ""9""
}","{
  ""L1"": ""Since Perry caught double what Jordan caught, Perry caught 2 * 4 = 8 fish."",
  ""L2"": ""Altogether, they caught 8 + 4 = 21 fish."",
  ""L3"": ""On the way back to the shore, they lost 21 * 1/4 = 21/4 fish."",
  ""L4"": ""They have 21 - 21/4 = 63/4 fish remaining."",
  ""FA"": ""63/4""
}","{
  ""L1"": ""2*4=8"",
  ""L2"": ""8+4=12"",
  ""L3"": ""12*1/4=3"",
  ""L4"": ""12-3=9"",
  ""FA"": """"
}","{
  ""L1"": ""2*4=8"",
  ""L2"": ""8+4=21"",
  ""L3"": ""21*1/4=21/4"",
  ""L4"": ""21-21/4=63/4"",
  ""FA"": """"
}",5,5,programmatic,generate_digit_transposition_error,test
7125,tier3,"Tomorrow, Pete must finish paying off the last $90 he owes on a bike. He goes through his wallet and finds two $20 bills. Checking his pockets, he finds four $10 bills. Unhappy that he doesn't have the entire amount, he suddenly remembers that he has plastic bottles that can be returned to his local store for cash. If the store pays 50 cents for each bottle, how many bottles will Pete have to return to the store?","Pete's wallet contains 2 * 20 = 40 dollars
The money in Pete's pockets is 4 * 10 = 40 dollars
In total Pete has 40 + 40 = 80 dollars
He owes 90 dollars on the bike and therefore needs 90 - 80 = 10 more dollars
Since 50 cents is ½ dollar, then the number of bottles required to get 10 dollars is 10 / (1/2) = 10*2 = 20 bottles.
FINAL ANSWER: 20","Pete's wallet contains 2 * 20 = 40 dollars
The money in Pete's pockets is 4 * 10 = 40 dollars
In total Pete has 40 + 40 = 50 dollars
He owes 90 dollars on the bike and therefore needs 90 - 50 = 40 more dollars
Since 50 cents is 1/2 dollar, then the number of bottles required to get 40 dollars is 40 / (1/2) = 40*2 = 80 bottles.
FINAL ANSWER: 80",correct,"The result of this computation should be 80, not 50. It appears there was a miscalculation with the digits before the final zero.",L3,In total Pete has 40 + 40 = 50 dollars,40+40=50,"{
  ""L1"": ""Pete's wallet contains 2 * 20 = 40 dollars"",
  ""L2"": ""The money in Pete's pockets is 4 * 10 = 40 dollars"",
  ""L3"": ""In total Pete has 40 + 40 = 80 dollars"",
  ""L4"": ""He owes 90 dollars on the bike and therefore needs 90 - 80 = 10 more dollars"",
  ""L5"": ""Since 50 cents is ½ dollar, then the number of bottles required to get 10 dollars is 10 / (1/2) = 10*2 = 20 bottles."",
  ""FA"": ""20""
}","{
  ""L1"": ""Pete's wallet contains 2 * 20 = 40 dollars"",
  ""L2"": ""The money in Pete's pockets is 4 * 10 = 40 dollars"",
  ""L3"": ""In total Pete has 40 + 40 = 50 dollars"",
  ""L4"": ""He owes 90 dollars on the bike and therefore needs 90 - 50 = 40 more dollars"",
  ""L5"": ""Since 50 cents is 1/2 dollar, then the number of bottles required to get 40 dollars is 40 / (1/2) = 40*2 = 80 bottles."",
  ""FA"": ""80""
}","{
  ""L1"": ""2*20=40"",
  ""L2"": ""4*10=40"",
  ""L3"": ""40+40=80"",
  ""L4"": ""90-80=10"",
  ""L5"": ""10/(1/2)=20"",
  ""FA"": """"
}","{
  ""L1"": ""2*20=40"",
  ""L2"": ""4*10=40"",
  ""L3"": ""40+40=50"",
  ""L4"": ""90-50=40"",
  ""L5"": ""40/(1/2)=80"",
  ""FA"": """"
}",6,6,programmatic,generate_stem_off_by_n_error,train
4679,tier3,A total of 42 baby sea turtles hatched and are headed to the ocean. One-third of them got swept to the sea by a wave.  How many are still on the sand?,"This many baby turtles are in the ocean: 42 / 3 = 14 turtles.
This many baby turtles are still on the sand: 42 - 14 = 28 turtles.
FINAL ANSWER: 28","This many baby turtles are in the ocean: 42 / 3 = 14 turtles.
This many baby turtles are still on the sand: 42 - 14 = 82 turtles.
FINAL ANSWER: 82",correct,"The result of this computation should be 28, not 82. It appears two adjacent digits were swapped.",L2,This many baby turtles are still on the sand: 42 - 14 = 82 turtles.,42-14=82,"{
  ""L1"": ""This many baby turtles are in the ocean: 42 / 3 = 14 turtles."",
  ""L2"": ""This many baby turtles are still on the sand: 42 - 14 = 28 turtles."",
  ""FA"": ""28""
}","{
  ""L1"": ""This many baby turtles are in the ocean: 42 / 3 = 14 turtles."",
  ""L2"": ""This many baby turtles are still on the sand: 42 - 14 = 82 turtles."",
  ""FA"": ""82""
}","{
  ""L1"": ""42/3=14"",
  ""L2"": ""42-14=28"",
  ""FA"": """"
}","{
  ""L1"": ""42/3=14"",
  ""L2"": ""42-14=82"",
  ""FA"": """"
}",3,3,programmatic,generate_digit_transposition_error,train
6728,tier3,"Michael has $42. His brother has $17. Michael gives away half the money to his brother. His brother then buys 3 dollars worth of candy. How much money, in dollars, did his brother have in the end?","Michael gives away 42/2=21 dollars.
His brother then has 21+17=38 dollars.
In the end, his brother has 38-3=35 dollars.
FINAL ANSWER: 35","Michael gives away 42/2=21 dollars.
His brother then has 21+17=34 dollars.
In the end, his brother has 34-3=31 dollars.
FINAL ANSWER: 31",correct,"The result of this computation should be 38, not 34. This appears to be a minor miscalculation.",L2,His brother then has 21+17=34 dollars.,21+17=34,"{
  ""L1"": ""Michael gives away 42/2=21 dollars."",
  ""L2"": ""His brother then has 21+17=38 dollars."",
  ""L3"": ""In the end, his brother has 38-3=35 dollars."",
  ""FA"": ""35""
}","{
  ""L1"": ""Michael gives away 42/2=21 dollars."",
  ""L2"": ""His brother then has 21+17=34 dollars."",
  ""L3"": ""In the end, his brother has 34-3=31 dollars."",
  ""FA"": ""31""
}","{
  ""L1"": ""42/2=21"",
  ""L2"": ""21+17=38"",
  ""L3"": ""38-3=35"",
  ""FA"": """"
}","{
  ""L1"": ""42/2=21"",
  ""L2"": ""21+17=34"",
  ""L3"": ""34-3=31"",
  ""FA"": """"
}",4,4,programmatic,generate_off_by_n_error,train
165,tier3,"Manex is a tour bus driver. He has to drive 55 miles to the destination and drive going back to the starting point on a different way that is 10 miles farther. If he can drive 1 mile for 2 minutes and stayed 2 hours at the destination, how long will it take the bus driver to do the entire tour in hours?","The bus traveled 55 + 10 = 65 miles going back to the starting point.
So, the bus traveled a total of 55 + 65 = 120 miles.
It took 120 x 2 = 240 minutes to travel.
Since there are 60 minutes in 1 hour, then the bus traveled for 240/60 = 4 hours.
Therefore, the entire tour took 4 + 2 = 6 hours.
FINAL ANSWER: 6","The bus traveled 55 + 10 = 65 miles going back to the starting point.
So, the bus traveled a total of 55 + 65 = 120 miles.
It took 120 x 2 = 420 minutes to travel.
Since there are 60 minutes in 1 hour, then the bus traveled for 420/60 = 7 hours.
Therefore, the entire tour took 7 + 2 = 9 hours.
FINAL ANSWER: 9",correct,"The result of this computation should be 240, not 420. It appears two adjacent digits were swapped.",L3,It took 120 x 2 = 420 minutes to travel.,120*2=420,"{
  ""L1"": ""The bus traveled 55 + 10 = 65 miles going back to the starting point."",
  ""L2"": ""So, the bus traveled a total of 55 + 65 = 120 miles."",
  ""L3"": ""It took 120 x 2 = 240 minutes to travel."",
  ""L4"": ""Since there are 60 minutes in 1 hour, then the bus traveled for 240/60 = 4 hours."",
  ""L5"": ""Therefore, the entire tour took 4 + 2 = 6 hours."",
  ""FA"": ""6""
}","{
  ""L1"": ""The bus traveled 55 + 10 = 65 miles going back to the starting point."",
  ""L2"": ""So, the bus traveled a total of 55 + 65 = 120 miles."",
  ""L3"": ""It took 120 x 2 = 420 minutes to travel."",
  ""L4"": ""Since there are 60 minutes in 1 hour, then the bus traveled for 420/60 = 7 hours."",
  ""L5"": ""Therefore, the entire tour took 7 + 2 = 9 hours."",
  ""FA"": ""9""
}","{
  ""L1"": ""55+10=65"",
  ""L2"": ""55+65=120"",
  ""L3"": ""120*2=240"",
  ""L4"": ""240/60=4"",
  ""L5"": ""4+2=6"",
  ""FA"": """"
}","{
  ""L1"": ""55+10=65"",
  ""L2"": ""55+65=120"",
  ""L3"": ""120*2=420"",
  ""L4"": ""420/60=7"",
  ""L5"": ""7+2=9"",
  ""FA"": """"
}",6,6,programmatic,generate_digit_transposition_error,train
364,tier1,"If Stu has 9 books and Albert has 4 times as many books as Stu, how many books do Stu and Albert have in total?","Albert has 4 * 9 books belonging to Stu = 36 books.
So the pair have a combined total of 36 books belonging to Albert + 9 books belonging to Stu = 45 books.
FINAL ANSWER: 45","Albert has 4 * 9 books belonging to Stu = 36 books.
So the pair have a combined total of 36 books belonging to Albert + 9 books belonging to Stu = 47 books.
FINAL ANSWER: 47",correct,"The result of this computation should be 45, not 47. This appears to be a minor miscalculation.",L2,So the pair have a combined total of 36 books belonging to Albert + 9 books belonging to Stu = 47 books.,36+9=47,"{
  ""L1"": ""Albert has 4 * 9 books belonging to Stu = 36 books."",
  ""L2"": ""So the pair have a combined total of 36 books belonging to Albert + 9 books belonging to Stu = 45 books."",
  ""FA"": ""45""
}","{
  ""L1"": ""Albert has 4 * 9 books belonging to Stu = 36 books."",
  ""L2"": ""So the pair have a combined total of 36 books belonging to Albert + 9 books belonging to Stu = 47 books."",
  ""FA"": ""47""
}","{
  ""L1"": ""4*9=36"",
  ""L2"": ""36+9=45"",
  ""FA"": """"
}","{
  ""L1"": ""4*9=36"",
  ""L2"": ""36+9=47"",
  ""FA"": """"
}",3,3,programmatic,generate_off_by_n_error,train
3167,tier1,"A soccer ball takes twenty minutes to inflate. Alexia and Ermias are inflating balls, with Alexia inflating 20 balls and Ermias inflating 5 more balls than Alexia. Calculate the total time in minutes they took to inflate all the soccer balls.","To inflate a soccer ball, it takes 20 minutes, and if Alexia inflated 20 soccer balls, she took 20*20 = 400 minutes.
Ermias has 5 more soccer balls than Alexia, meaning she has a total of 20+5 = 25 soccer balls.
If each soccer ball takes 20 minutes to inflate, Ermias took 25*20 = 500 minutes to inflate all the soccer balls she had.
Alexia and Ermias took 400+500 = 900 minutes to inflate all the soccer balls.
FINAL ANSWER: 900","To inflate a soccer ball, it takes 20 minutes, and if Alexia inflated 20 soccer balls, she took 20*20 = 400 minutes.
Ermias has 5 more soccer balls than Alexia, meaning she has a total of 20+5 = 21 soccer balls.
If each soccer ball takes 20 minutes to inflate, Ermias took 21*20 = 420 minutes to inflate all the soccer balls she had.
Alexia and Ermias took 400+420 = 820 minutes to inflate all the soccer balls.
FINAL ANSWER: 820",correct,"The result of this computation should be 25, not 21. This appears to be a minor miscalculation.",L2,"Ermias has 5 more soccer balls than Alexia, meaning she has a total of 20+5 = 21 soccer balls.",5+20=21,"{
  ""L1"": ""To inflate a soccer ball, it takes 20 minutes, and if Alexia inflated 20 soccer balls, she took 20*20 = 400 minutes."",
  ""L2"": ""Ermias has 5 more soccer balls than Alexia, meaning she has a total of 20+5 = 25 soccer balls."",
  ""L3"": ""If each soccer ball takes 20 minutes to inflate, Ermias took 25*20 = 500 minutes to inflate all the soccer balls she had."",
  ""L4"": ""Alexia and Ermias took 400+500 = 900 minutes to inflate all the soccer balls."",
  ""FA"": ""900""
}","{
  ""L1"": ""To inflate a soccer ball, it takes 20 minutes, and if Alexia inflated 20 soccer balls, she took 20*20 = 400 minutes."",
  ""L2"": ""Ermias has 5 more soccer balls than Alexia, meaning she has a total of 20+5 = 21 soccer balls."",
  ""L3"": ""If each soccer ball takes 20 minutes to inflate, Ermias took 21*20 = 420 minutes to inflate all the soccer balls she had."",
  ""L4"": ""Alexia and Ermias took 400+420 = 820 minutes to inflate all the soccer balls."",
  ""FA"": ""820""
}","{
  ""L1"": ""20*20=400"",
  ""L2"": ""5+20=25"",
  ""L3"": ""25*20=500"",
  ""L4"": ""400+500=900"",
  ""FA"": """"
}","{
  ""L1"": ""20*20=400"",
  ""L2"": ""5+20=21"",
  ""L3"": ""21*20=420"",
  ""L4"": ""400+420=820"",
  ""FA"": """"
}",5,5,programmatic,generate_off_by_n_error,train
6279,tier1,"Michael makes birdhouses to sell at craft shows. He charges $22 for each large birdhouse, $16 for each medium birdhouse, and $7 for each small birdhouse. This week, he sold 2 large birdhouses, 2 medium birdhouses, and 3 small birdhouses. How much money, in dollars, did he make this week?","Michael sold 2 large birdhouses for $22 each, so he made 2*$22= $44 from large birdhouse sales.
Michael also sold 2 medium birdhouses for $16 each, so he made 2*$16= $32 from medium birdhouse sales.
Michael sold 3 small birdhouses for $7 each, so he made 3*7=$21 from small birdhouse sales.
Since Michael made $44 from large birdhouse sales, $32 from medium birdhouse sales, and $21 for small birdhouse sales, he made $44+$32+$21= $97 total this week.
FINAL ANSWER: 97","Michael sold 2 large birdhouses for $22 each, so he made 2*$22= $44 from large birdhouse sales.
Michael also sold 2 medium birdhouses for $16 each, so he made 2*$16= $32 from medium birdhouse sales.
Michael sold 3 small birdhouses for $7 each, so he made 3*7=$12 from small birdhouse sales.
Since Michael made $44 from large birdhouse sales, $32 from medium birdhouse sales, and $12 for small birdhouse sales, he made $44+$32+$12= $88 total this week.
FINAL ANSWER: 88",correct,"The result of this computation should be 21, not 12. It appears two adjacent digits were swapped.",L3,"Michael sold 3 small birdhouses for $7 each, so he made 3*7=$12 from small birdhouse sales.",3*7=12,"{
  ""L1"": ""Michael sold 2 large birdhouses for $22 each, so he made 2*$22= $44 from large birdhouse sales."",
  ""L2"": ""Michael also sold 2 medium birdhouses for $16 each, so he made 2*$16= $32 from medium birdhouse sales."",
  ""L3"": ""Michael sold 3 small birdhouses for $7 each, so he made 3*7=$21 from small birdhouse sales."",
  ""L4"": ""Since Michael made $44 from large birdhouse sales, $32 from medium birdhouse sales, and $21 for small birdhouse sales, he made $44+$32+$21= $97 total this week."",
  ""FA"": ""97""
}","{
  ""L1"": ""Michael sold 2 large birdhouses for $22 each, so he made 2*$22= $44 from large birdhouse sales."",
  ""L2"": ""Michael also sold 2 medium birdhouses for $16 each, so he made 2*$16= $32 from medium birdhouse sales."",
  ""L3"": ""Michael sold 3 small birdhouses for $7 each, so he made 3*7=$12 from small birdhouse sales."",
  ""L4"": ""Since Michael made $44 from large birdhouse sales, $32 from medium birdhouse sales, and $12 for small birdhouse sales, he made $44+$32+$12= $88 total this week."",
  ""FA"": ""88""
}","{
  ""L1"": ""2*22=44"",
  ""L2"": ""2*16=32"",
  ""L3"": ""3*7=21"",
  ""L4"": ""44+32+21=97"",
  ""FA"": """"
}","{
  ""L1"": ""2*22=44"",
  ""L2"": ""2*16=32"",
  ""L3"": ""3*7=12"",
  ""L4"": ""44+32+12=88"",
  ""FA"": """"
}",5,5,programmatic,generate_digit_transposition_error,test
5959,tier1,"Lola baked 13 mini cupcakes, 10 pop tarts, and 8 blueberry pies. Meanwhile, Lulu made 16 mini cupcakes, 12 pop tarts, and 14 blueberry pies. How many pastries have Lola and Lulu made altogether?","They made 13 + 16 = 29 mini cupcakes altogether.
They made 10 + 12 = 22 pop tarts altogether.
They also made 8 + 14 = 22 blueberry pies altogether.
Therefore they made a total of 29 + 22 + 22 = 73 pastries altogether.
FINAL ANSWER: 73","They made 13 + 16 = 29 mini cupcakes altogether.
They made 10 + 12 = 22 pop tarts altogether.
They also made 8 + 14 = 22 blueberry pies altogether.
Therefore they made a total of 29 + 22 + 22 = 71 pastries altogether.
FINAL ANSWER: 71",correct,"The result of this computation should be 73, not 71. This appears to be a minor miscalculation.",L4,Therefore they made a total of 29 + 22 + 22 = 71 pastries altogether.,29+22+22=71,"{
  ""L1"": ""They made 13 + 16 = 29 mini cupcakes altogether."",
  ""L2"": ""They made 10 + 12 = 22 pop tarts altogether."",
  ""L3"": ""They also made 8 + 14 = 22 blueberry pies altogether."",
  ""L4"": ""Therefore they made a total of 29 + 22 + 22 = 73 pastries altogether."",
  ""FA"": ""73""
}","{
  ""L1"": ""They made 13 + 16 = 29 mini cupcakes altogether."",
  ""L2"": ""They made 10 + 12 = 22 pop tarts altogether."",
  ""L3"": ""They also made 8 + 14 = 22 blueberry pies altogether."",
  ""L4"": ""Therefore they made a total of 29 + 22 + 22 = 71 pastries altogether."",
  ""FA"": ""71""
}","{
  ""L1"": ""13+16=29"",
  ""L2"": ""10+12=22"",
  ""L3"": ""8+14=22"",
  ""L4"": ""29+22+22=73"",
  ""FA"": """"
}","{
  ""L1"": ""13+16=29"",
  ""L2"": ""10+12=22"",
  ""L3"": ""8+14=22"",
  ""L4"": ""29+22+22=71"",
  ""FA"": """"
}",5,5,programmatic,generate_off_by_n_error,train
