problem_index,rigorous_score,expected_json,predicted_json,full_prediction_text
6358,0.0,"{""L1"": ""10/5=2"", ""FA"": """"}","{""L1"": ""one juice costs 2.""}","```json
{
  ""L1"": ""one juice costs 2.""
}
```"
896,0.0,"{""L1"": ""6*2=12"", ""L2"": ""2*3=6"", ""L3"": ""4*5=20"", ""L4"": ""12+20=32"", ""FA"": """"}","{""L1"": ""12 points/round * 2 rounds = 24 points"", ""L2"": ""6 points/round * 3 rounds = 18 points"", ""L3"": ""4 points/round * 5 rounds = 20 points"", ""L4"": ""24 + 18 + 20 = 62 points"", ""FA"": ""62""}","```json
{
  ""L1"": ""12 points/round * 2 rounds = 24 points"",
  ""L2"": ""6 points/round * 3 rounds = 18 points"",
  ""L3"": ""4 points/round * 5 rounds = 20 points"",
  ""L4"": ""24 + 18 + 20 = 62 points"",
  ""FA"": ""62""
}
```"
3829,0.0,"{""L1"": ""5-2=3"", ""L2"": ""17-5=12"", ""L3"": ""12-3=9"", ""FA"": """"}","{""L1"": ""3 oranges"", ""L2"": ""17-5=12 tangerines"", ""L3"": ""9"", ""FA"": ""9""}","```json
{
  ""L1"": ""3 oranges"",
  ""L2"": ""17-5=12 tangerines"",
  ""L3"": ""9"",
  ""FA"": ""9""
}
```"
7279,0.0,"{""L1"": ""1000*52=52000"", ""FA"": """"}","{""L1"": ""52000""}","```json
{
  ""L1"": ""52000""
}
```"
1360,0.0,"{""L1"": ""14+3=17"", ""L2"": ""12+17=29"", ""FA"": """"}","{""L1"": ""3*17=51"", ""L2"": ""29"", ""FA"": ""29""}","```json
{
  ""L1"": ""3*17=51"",
  ""L2"": ""29"",
  ""FA"": ""29""
}
```"
126,0.5,"{""L1"": ""2*10=20"", ""L2"": ""20-5=15"", ""FA"": """"}","{""L1"": ""2*10 = 20"", ""L2"": ""15"", ""FA"": ""15""}","```json
{
  ""L1"": ""2*10 = 20"",
  ""L2"": ""15"",
  ""FA"": ""15""
}
```"
2836,0.0,"{""L1"": ""2*30=60"", ""FA"": """"}","{""L1"": ""60""}","```json
{
  ""L1"": ""60""
}
```"
513,0.6666666666666666,"{""L1"": ""2*10=20"", ""L2"": ""10+20+20=50"", ""L3"": ""2+2+2=6"", ""FA"": """"}","{""L1"": ""2*10 = 20"", ""L2"": ""50"", ""L3"": ""2+2+2 = 6"", ""FA"": ""6""}","```json
{
  ""L1"": ""2*10 = 20"",
  ""L2"": ""50"",
  ""L3"": ""2+2+2 = 6"",
  ""FA"": ""6""
}
```"
214,0.0,"{""L1"": ""4*12=48"", ""L2"": ""48-6=42"", ""L3"": ""3*12=36"", ""L4"": ""42-36=6"", ""FA"": """"}","{""L1"": ""48 months after the anniversary date"", ""L2"": ""42 months after the current date"", ""L3"": ""36 months after the current date"", ""L4"": ""6 months"", ""FA"": ""6""}","```json
{
  ""L1"": ""48 months after the anniversary date"",
  ""L2"": ""42 months after the current date"",
  ""L3"": ""36 months after the current date"",
  ""L4"": ""6 months"",
  ""FA"": ""6""
}
```"
834,0.0,"{""L1"": ""12+6=18"", ""L2"": ""20+18=38"", ""FA"": """"}","{""L1"": ""12 + 6 = 18 white and blue marbles."", ""L2"": ""Thus, he has 20 + 18 = 38 green marbles."", ""FA"": ""38""}","```json
{
  ""L1"": ""12 + 6 = 18 white and blue marbles."",
  ""L2"": ""Thus, he has 20 + 18 = 38 green marbles."",
  ""FA"": ""38""
}
```"
3414,1.0,"{""L1"": ""3*4=12"", ""FA"": """"}","{""L1"": ""3*4=12""}","```json
{
  ""L1"": ""3*4=12""
}
```"
3536,0.0,"{""L1"": ""8*9=72"", ""L2"": ""72*2=144"", ""L3"": ""144-8=136"", ""FA"": """"}","{""L1"": ""72 glasses of lemonade"", ""L2"": ""144"", ""L3"": ""136"", ""FA"": ""136""}","```json
{
  ""L1"": ""72 glasses of lemonade"",
    ""L2"": ""144"",
    ""L3"": ""136"",
    ""FA"": ""136""
}
```"
6898,0.0,"{""L1"": ""100*.5=50"", ""L2"": ""100+50=150"", ""L3"": ""150/2=75"", ""L4"": ""100+150+75=325"", ""FA"": """"}","{""L1"": ""50*1.5=75"", ""L2"": ""100+75=175"", ""L3"": ""175/2=87.5"", ""L4"": ""87.5""}","```json
{
  ""L1"": ""50*1.5=75"",
  ""L2"": ""100+75=175"",
  ""L3"": ""175/2=87.5"",
  ""L4"": ""87.5""
}
```"
4572,0.0,"{""L1"": ""16/4=4"", ""L2"": ""4*16=64"", ""L3"": ""16*.25=4"", ""L4"": ""16+4=20"", ""L5"": ""20*2=40"", ""L6"": ""64+40=104"", ""L7"": ""104*7=728"", ""FA"": """"}","{""L1"": ""16/4=4 of the small bottles"", ""L2"": ""4*16=64 ounces"", ""L3"": ""16*0.25=4 ounces"", ""L4"": ""16+4=20 ounces"", ""L5"": ""20*2=40 ounces"", ""L6"": ""64+40=104 ounces"", ""L7"": ""104*7=728 ounces""}","```json
{
  ""L1"": ""16/4=4 of the small bottles"",
  ""L2"": ""4*16=64 ounces"",
  ""L3"": ""16*0.25=4 ounces"",
  ""L4"": ""16+4=20 ounces"",
  ""L5"": ""20*2=40 ounces"",
  ""L6"": ""64+40=104 ounces"",
  ""L7"": ""104*7=728 ounces""
}
```"
3847,0.0,"{""L1"": ""24*1=24"", ""L2"": ""0.5*20=10"", ""L3"": ""3/4*80=60"", ""L4"": ""0.1*50=5"", ""L5"": ""24+10+60+5=99"", ""FA"": """"}","{""L1"": ""24*2 = 48"", ""L2"": ""20*3 = 60"", ""L3"": ""80*(3/4) = 60"", ""L4"": ""10*(50/2) = 250"", ""L5"": ""48+60+60+250=388""}","```json
{
  ""L1"": ""24*2 = 48"",
  ""L2"": ""20*3 = 60"",
  ""L3"": ""80*(3/4) = 60"",
  ""L4"": ""10*(50/2) = 250"",
  ""L5"": ""48+60+60+250=388""
}
```"
1498,0.4,"{""L1"": ""7.5*160=1200"", ""L2"": ""25000*16/100=4000"", ""L3"": ""1200+4000=5200"", ""L4"": ""5200*95/100=4940"", ""L5"": ""5200-4940=260"", ""FA"": """"}","{""L1"": ""750 * 160 = 1200"", ""L2"": ""25000 * 16/100 = 4000"", ""L3"": ""1200 + 4000 = 5200"", ""L4"": ""5200 - 4940 = 260"", ""FA"": ""260""}","```json
{
  ""L1"": ""750 * 160 = 1200"",
  ""L2"": ""25000 * 16/100 = 4000"",
  ""L3"": ""1200 + 4000 = 5200"",
  ""L4"": ""5200 - 4940 = 260"",
  ""FA"": ""260""
}
```"
5867,0.75,"{""L1"": ""18.5*2=37"", ""L2"": ""37+63=100"", ""L3"": ""260-100=160"", ""L4"": ""160/4=40"", ""FA"": """"}","{""L1"": ""37 * 2 = $74"", ""L2"": ""37 + 63 = 100"", ""L3"": ""260 - 100 = 160"", ""L4"": ""160 / 4 = 40""}","```json
{
  ""L1"": ""37 * 2 = $74"",
  ""L2"": ""37 + 63 = 100"",
  ""L3"": ""260 - 100 = 160"",
  ""L4"": ""160 / 4 = 40""
}
```"
3790,0.0,"{""L1"": ""5*20=100"", ""L2"": ""100/2=50"", ""L3"": ""50/.5=100"", ""FA"": """"}","{""L1"": ""100 liters of honey"", ""L2"": ""50/2=25"", ""L3"": ""100/0.5=200"", ""FA"": ""200""}","```json
{
  ""L1"": ""100 liters of honey"",
  ""L2"": ""50/2=25"",
  ""L3"": ""100/0.5=200"",
  ""FA"": ""200""
}
```"
2752,0.3333333333333333,"{""L1"": ""3000/0.15=20000"", ""L2"": ""20000*0.24=4800"", ""L3"": ""20000-(3000+4800)=12200"", ""FA"": """"}","{""L1"": ""3000 / 0.15 = 20000"", ""L2"": ""4800 * 0.24 = 1152"", ""L3"": ""20000 - (3000 + 1152) = 12200"", ""FA"": ""12200""}","```json
{
  ""L1"": ""3000 / 0.15 = 20000"",
  ""L2"": ""4800 * 0.24 = 1152"",
  ""L3"": ""20000 - (3000 + 1152) = 12200"",
  ""FA"": ""12200""
}
```"
6477,0.2,"{""L1"": ""1000-300-40=660"", ""L2"": ""5-2=3"", ""L3"": ""660/3=220"", ""L4"": ""10/4=2.50"", ""L5"": ""220/2.5=88"", ""FA"": """"}","{""L1"": ""660"", ""L2"": ""5 - 2 = 3"", ""L3"": ""3/5 = 0.6"", ""L4"": ""2.50/10 = 2.5"", ""L5"": ""2.5/2.5 = 1""}","```json
{
  ""L1"": ""660"",
  ""L2"": ""5 - 2 = 3"",
  ""L3"": ""3/5 = 0.6"",
  ""L4"": ""2.50/10 = 2.5"",
  ""L5"": ""2.5/2.5 = 1""
}
```"
3501,0.0,"{""L1"": ""2*9=18"", ""L2"": ""24-18=6"", ""L3"": ""6/1.5=4"", ""FA"": """"}","{""L1"": ""18"", ""L2"": ""6"", ""L3"": ""4"", ""FA"": ""4""}","```json
{
  ""L1"": ""18"",
  ""L2"": ""6"",
  ""L3"": ""4"",
  ""FA"": ""4""
}
```"
234,0.0,"{""L1"": ""7-4.2-2.05=0.75"", ""L2"": ""0.75-0.25-0.10=0.40"", ""L3"": ""0.40/0.05=8"", ""FA"": """"}","{""L1"": ""7.00 - $4.20 - $2.05 = $0.75"", ""L2"": ""0.75 - $0.25 - $0.10 = $0.40"", ""L3"": ""8 nickels"", ""FA"": ""8""}","```json
{
  ""L1"": ""7.00 - $4.20 - $2.05 = $0.75"",
  ""L2"": ""0.75 - $0.25 - $0.10 = $0.40"",
  ""L3"": ""8 nickels"",
  ""FA"": ""8""
}
```"
5956,0.2,"{""L1"": ""150*2=300"", ""L2"": ""300/15=20"", ""L3"": ""0.90*20=18"", ""L4"": ""50+18=68"", ""L5"": ""90-68=22"", ""FA"": """"}","{""L1"": ""300 x 2 = 600 kilometers"", ""L2"": ""600/15 = 40 kilometers per tank"", ""L3"": ""40 liters of gasoline"", ""L4"": ""50 + 18 = 68"", ""L5"": ""The first option costs $50 + $18 = $68""}","```json
{
  ""L1"": ""300 x 2 = 600 kilometers"",
  ""L2"": ""600/15 = 40 kilometers per tank"",
  ""L3"": ""40 liters of gasoline"",
  ""L4"": ""50 + 18 = 68"",
  ""L5"": ""The first option costs $50 + $18 = $68""
}
```"
7237,0.3333333333333333,"{""L1"": ""10/2=5.00"", ""L2"": ""5.00*8=40.00"", ""L3"": ""43+40=83.00"", ""FA"": """"}","{""L1"": ""10/2 = 5.00"", ""L2"": ""40"", ""L3"": ""83"", ""FA"": ""83""}","```json
{
  ""L1"": ""10/2 = 5.00"",
  ""L2"": ""40"",
  ""L3"": ""83"",
  ""FA"": ""83""
}
```"
7124,0.0,"{""L1"": ""40*15/100=6"", ""L2"": ""6+40=46"", ""L3"": ""15/100*50=7.5"", ""L4"": ""50+7.5=57.5"", ""L5"": ""46*10=460"", ""L6"": ""57.5*10=575"", ""L7"": ""1035=1035"", ""FA"": """"}","{""L1"": ""6"", ""L2"": ""46"", ""L3"": ""57.5"", ""L4"": ""57.5"", ""L5"": ""460"", ""L6"": ""575"", ""L7"": ""1035""}","```json
{
  ""L1"": ""6"",
  ""L2"": ""46"",
  ""L3"": ""57.5"",
  ""L4"": ""57.5"",
  ""L5"": ""460"",
  ""L6"": ""575"",
  ""L7"": ""1035""
}
```"
6338,0.0,"{""L1"": ""1000*20*.01=200"", ""L2"": ""200/2=100"", ""L3"": ""200*12=2400"", ""L4"": ""2400+100+200+1000=3700"", ""FA"": """"}","{""L1"": ""1000 * 0.20 = 200"", ""L2"": ""100 / 2 = 50"", ""L3"": ""2400"", ""L4"": ""200 + 50 + 100 + 2000 = 2450"", ""FA"": ""3700""}","```json
{
  ""L1"": ""1000 * 0.20 = 200"",
  ""L2"": ""100 / 2 = 50"",
  ""L3"": ""2400"",
  ""L4"": ""200 + 50 + 100 + 2000 = 2450"",
  ""FA"": ""3700""
}
```"
5671,0.0,"{""L1"": ""15*2=30"", ""L2"": ""6*30=180"", ""L3"": ""180/60=3"", ""L4"": ""10*1.5=15"", ""L5"": ""30+3+15=48"", ""FA"": """"}","{""L1"": ""15 x 2 = 30 minutes"", ""L2"": ""6 x 30 = 180 seconds"", ""L3"": ""180/60 = 3 minutes"", ""L4"": ""10 x 1.5 = 15 minutes"", ""L5"": ""30 + 3 + 15 = 48 minutes""}","```json
{
  ""L1"": ""15 x 2 = 30 minutes"",
  ""L2"": ""6 x 30 = 180 seconds"",
  ""L3"": ""180/60 = 3 minutes"",
  ""L4"": ""10 x 1.5 = 15 minutes"",
  ""L5"": ""30 + 3 + 15 = 48 minutes""
}
```"
6338,0.0,"{""L1"": ""1000*20*.01=200"", ""L2"": ""200/2=100"", ""L3"": ""200*12=2400"", ""L4"": ""2400+100+200+1000=3700"", ""FA"": """"}","{""L1"": ""1000 * 0.20 = 200"", ""L2"": ""100 / 2 = 50"", ""L3"": ""2400"", ""L4"": ""200 + 50 + 100 + 2000 = 2450"", ""FA"": ""3700""}","```json
{
  ""L1"": ""1000 * 0.20 = 200"",
  ""L2"": ""100 / 2 = 50"",
  ""L3"": ""2400"",
  ""L4"": ""200 + 50 + 100 + 2000 = 2450"",
  ""FA"": ""3700""
}
```"
4847,0.0,"{""L1"": ""10*1.2=12"", ""L2"": ""12*25=300"", ""L3"": ""300/100=3"", ""FA"": """"}","{""L1"": ""10 x 1.2 = 12 pounds"", ""L2"": ""12 pounds * 25 cents/pound = 300 cents"", ""L3"": ""3 dollars"", ""FA"": ""3""}","```json
{
  ""L1"": ""10 x 1.2 = 12 pounds"",
    ""L2"": ""12 pounds * 25 cents/pound = 300 cents"",
  ""L3"": ""3 dollars"",
  ""FA"": ""3""
}
```"
3444,0.4,"{""L1"": ""4*.50=2.00"", ""L2"": ""2*0.75=1.50"", ""L3"": ""10.25-1.25=9.00"", ""L4"": ""2+1.50+3.50+9=16.00"", ""L5"": ""20-16=4"", ""FA"": """"}","{""L1"": ""2 * 4.00 = 8.00"", ""L2"": ""2 * 0.75 = 1.50"", ""L3"": ""10.25 - 1.25 = 9.00"", ""L4"": ""8.00 + 1.50 + 9.00 = 26.50"", ""L5"": ""4""}","```json
{
  ""L1"": ""2 * 4.00 = 8.00"",
  ""L2"": ""2 * 0.75 = 1.50"",
  ""L3"": ""10.25 - 1.25 = 9.00"",
  ""L4"": ""8.00 + 1.50 + 9.00 = 26.50"",
  ""L5"": ""4""
}
```"
6664,0.25,"{""L1"": ""10*1.5=15"", ""L2"": ""7*2=14"", ""L3"": ""35-15-14=6"", ""L4"": ""6/3=2"", ""FA"": """"}","{""L1"": ""10 * $1.5 = $15"", ""L2"": ""7 * $2 = $14"", ""L3"": ""35 - $15 - $14 = $6"", ""L4"": ""6 / 3 = 2"", ""FA"": ""2""}","```json
{
  ""L1"": ""10 * $1.5 = $15"",
  ""L2"": ""7 * $2 = $14"",
  ""L3"": ""35 - $15 - $14 = $6"",
  ""L4"": ""6 / 3 = 2"",
  ""FA"": ""2""
}
```"
2943,0.0,"{""L1"": ""40*2=80"", ""L2"": ""80-30=50"", ""L3"": ""50*.3=15"", ""L4"": ""50-15=35"", ""L5"": ""35+24=59"", ""FA"": """"}","{""L1"": ""80 degrees * 2 = 160 degrees"", ""L2"": ""160 - 30 = 130 degrees"", ""L3"": ""130 * 0.3 = 39 degrees"", ""L4"": ""50 - 15 = 35 degrees"", ""L5"": ""35 + 24 = 59 degrees"", ""FA"": ""59""}","```json
{
  ""L1"": ""80 degrees * 2 = 160 degrees"",
  ""L2"": ""160 - 30 = 130 degrees"",
  ""L3"": ""130 * 0.3 = 39 degrees"",
  ""L4"": ""50 - 15 = 35 degrees"",
  ""L5"": ""35 + 24 = 59 degrees"",
  ""FA"": ""59""
}
```"
800,0.0,"{""L1"": ""3*2=6"", ""L2"": ""2*3=6"", ""L3"": ""2*1.5=3"", ""L4"": ""2*1=2"", ""L5"": ""6+6+3+2=17"", ""L6"": ""20-17=3"", ""FA"": """"}","{""L1"": ""6*3=18"", ""L2"": ""6*2=12"", ""L3"": ""3"", ""L4"": ""2"", ""L5"": ""3"", ""FA"": ""3""}","```json
{
  ""L1"": ""6*3=18"",
  ""L2"": ""6*2=12"",
  ""L3"": ""3"",
  ""L4"": ""2"",
  ""L5"": ""3"",
  ""FA"": ""3""
}
```"
861,1.0,"{""L1"": ""8/.5=16"", ""L2"": ""16*5=80"", ""L3"": ""80*2=160"", ""FA"": """"}","{""L1"": ""8/0.5=16"", ""L2"": ""16*5=80"", ""L3"": ""80*2=160"", ""FA"": ""160""}","```json
{
  ""L1"": ""8/0.5=16"",
  ""L2"": ""16*5=80"",
  ""L3"": ""80*2=160"",
  ""FA"": ""160""
}
```"
5067,0.25,"{""L1"": ""100*100*.5=5000"", ""L2"": ""5000*150=750000"", ""L3"": ""750000*0.02=15000"", ""L4"": ""15000*3=45000"", ""FA"": """"}","{""L1"": ""5000 * 100 * 0.5 = 250000 cubic feet"", ""L2"": ""5000 * 150 = 750000 pounds"", ""L3"": ""750000 * 0.02 = 15000"", ""L4"": ""45000""}","```json
{
  ""L1"": ""5000 * 100 * 0.5 = 250000 cubic feet"",
  ""L2"": ""5000 * 150 = 750000 pounds"",
  ""L3"": ""750000 * 0.02 = 15000"",
  ""L4"": ""45000""
}
```"
153,0.0,"{""L1"": ""300*.75=225"", ""L2"": ""300-225=75"", ""L3"": ""120-60=60"", ""L4"": ""75+60=135"", ""FA"": """"}","{""L1"": ""225"", ""L2"": ""75"", ""L3"": ""60"", ""L4"": ""135"", ""FA"": ""135""}","```json
{
  ""L1"": ""225"",
  ""L2"": ""75"",
  ""L3"": ""60"",
  ""L4"": ""135"",
  ""FA"": ""135""
}
```"
1012,1.0,"{""L1"": ""157000+499000+125000=781000"", ""L2"": ""781000*0.02=15620"", ""FA"": """"}","{""L1"": ""157000 + 499000 + 125000 = 781000"", ""L2"": ""781000 * 0.02 = 15620"", ""FA"": ""15620""}","```json
{
  ""L1"": ""157000 + 499000 + 125000 = 781000"",
  ""L2"": ""781000 * 0.02 = 15620"",
  ""FA"": ""15620""
}
```"
1043,0.6666666666666666,"{""L1"": ""2500+3500+2000=8000"", ""L2"": ""8000*.1=800"", ""L3"": ""8000-800=7200"", ""FA"": """"}","{""L1"": ""2500+3500+2000=8000"", ""L2"": ""8000*1=8000"", ""L3"": ""8000-800=7200"", ""FA"": ""7200""}","```json
{
  ""L1"": ""2500+3500+2000=8000"",
  ""L2"": ""8000*1=8000"",
  ""L3"": ""8000-800=7200"",
  ""FA"": ""7200""
}
```"
4070,0.0,"{""L1"": ""12+8=20"", ""L2"": ""20*7=140"", ""L3"": ""140*0.10=14"", ""L4"": ""140-14=126"", ""L5"": ""10*7=70"", ""L6"": ""126-70=56"", ""FA"": """"}","{""L1"": ""20 + 8 = 28"", ""L2"": ""28 x 7 = 196"", ""L3"": ""196 x 0.10 = 19.6"", ""L4"": ""196 - 19.6 = 176.4"", ""L5"": ""10 x 7 = 70"", ""L6"": ""56""}","```json
{
  ""L1"": ""20 + 8 = 28"",
  ""L2"": ""28 x 7 = 196"",
  ""L3"": ""196 x 0.10 = 19.6"",
  ""L4"": ""196 - 19.6 = 176.4"",
  ""L5"": ""10 x 7 = 70"",
  ""L6"": ""56""
}
```"
4029,0.3333333333333333,"{""L1"": ""100*1.80=180.00"", ""L2"": ""1.50-.90=.60"", ""L3"": ""180/.60=300"", ""FA"": """"}","{""L1"": ""100 * $1.80 = $180.00."", ""L2"": ""1.50 - 0.90 = 0.60"", ""L3"": ""300"", ""FA"": ""300""}","```json
{
  ""L1"": ""100 * $1.80 = $180.00."",
  ""L2"": ""1.50 - 0.90 = 0.60"",
  ""L3"": ""300"",
  ""FA"": ""300""
}
```"
4822,0.25,"{""L1"": ""500*.8=400"", ""L2"": ""500-400=100"", ""L3"": ""200-50=150"", ""L4"": ""100+150=250"", ""FA"": """"}","{""L1"": ""400*0.8=320"", ""L2"": ""320-400=120"", ""L3"": ""200-150=50"", ""L4"": ""100+150=250"", ""FA"": ""250""}","```json
{
  ""L1"": ""400*0.8=320"",
  ""L2"": ""320-400=120"",
  ""L3"": ""200-150=50"",
  ""L4"": ""100+150=250"",
  ""FA"": ""250""
}
```"
6930,0.0,"{""L1"": ""1.75+1.25=3"", ""L2"": ""9-3=6"", ""FA"": """"}","{""L1"": ""3"", ""L2"": ""6""}","```json
{
  ""L1"": ""3"",
  ""L2"": ""6""
}
```"
7304,0.2,"{""L1"": ""50+10=60"", ""L2"": ""60*20=1200"", ""L3"": ""2400-1200=1200"", ""L4"": ""1200/50=24"", ""L5"": ""20+24=44"", ""FA"": """"}","{""L1"": ""50*20=1000"", ""L2"": ""1200"", ""L3"": ""2400-1200=1200"", ""L4"": ""24"", ""L5"": ""44""}","```json
{
  ""L1"": ""50*20=1000"",
  ""L2"": ""1200"",
  ""L3"": ""2400-1200=1200"",
  ""L4"": ""24"",
  ""L5"": ""44""
}
```"
2538,0.0,"{""L1"": ""30*2=60"", ""L2"": ""60/5=12"", ""L3"": ""30/5=6"", ""L4"": ""12-6=6"", ""FA"": """"}","{""L1"": ""60 cents to Ray are 60*2 = 120 cents"", ""L2"": ""120/5=24"", ""L3"": ""6-24=18"", ""L4"": ""6+18=24""}","```json
{
  ""L1"": ""60 cents to Ray are 60*2 = 120 cents"",
  ""L2"": ""120/5=24"",
  ""L3"": ""6-24=18"",
  ""L4"": ""6+18=24""
}
```"
4520,0.0,"{""L1"": ""63*2=126"", ""L2"": ""126/3=42"", ""L3"": ""126+42+63=231"", ""FA"": """"}","{""L1"": ""126 x 2 = 252"", ""L2"": ""42 x 3 = 126"", ""L3"": ""252 + 126 + 63 = 261"", ""FA"": ""261""}","```json
{
  ""L1"": ""126 x 2 = 252"",
  ""L2"": ""42 x 3 = 126"",
  ""L3"": ""252 + 126 + 63 = 261"",
  ""FA"": ""261""
}
```"
5369,0.0,"{""L1"": ""500*500=250000"", ""L2"": ""250000*50=12500000"", ""L3"": ""12500000*5/20=3125000"", ""L4"": ""3125000/1000=3125"", ""L5"": ""3125*10=31250"", ""FA"": """"}","{""L1"": ""250000*500=12500000 square feet"", ""L2"": ""12500000*5/20=3125000 grams of peanuts"", ""L3"": ""12500000*5/1000=12500 grams of peanut butter"", ""L4"": ""12500000/1000=1250 kg of peanut butter"", ""L5"": ""12500*10=125000""}","```json
{
  ""L1"": ""250000*500=12500000 square feet"",
  ""L2"": ""12500000*5/20=3125000 grams of peanuts"",
  ""L3"": ""12500000*5/1000=12500 grams of peanut butter"",
  ""L4"": ""12500000/1000=1250 kg of peanut butter"",
  ""L5"": ""12500*10=125000""
}
```"
4979,0.0,"{""L1"": ""2+8+3=13"", ""L2"": ""12/2=6"", ""L3"": ""6-2=4"", ""L4"": ""13*4=52"", ""FA"": """"}","{""L1"": ""13 hours/week"", ""L2"": ""6 weeks/semester"", ""L3"": ""4 weeks"", ""L4"": ""52""}","```json
{
  ""L1"": ""13 hours/week"",
  ""L2"": ""6 weeks/semester"",
  ""L3"": ""4 weeks"",
  ""L4"": ""52""
}
```"
7136,0.0,"{""L1"": ""12*4=48"", ""L2"": ""24=24"", ""L3"": ""24*7=168"", ""FA"": """"}","{""L1"": ""12 x 4 = 48"", ""L2"": ""48/2 = 24"", ""L3"": ""168"", ""FA"": ""168""}","```json
{
  ""L1"": ""12 x 4 = 48"",
  ""L2"": ""48/2 = 24"",
  ""L3"": ""168"",
  ""FA"": ""168""
}
```"
848,0.0,"{""L1"": ""108/6=18"", ""L2"": ""2160/18=120"", ""L3"": ""120/5=24"", ""FA"": """"}","{""L1"": ""18 liters/cow per week"", ""L2"": ""2160 liters / 18 = 120 cows"", ""L3"": ""24 cows * 5 weeks = 120 cows"", ""FA"": ""24""}","```json
{
  ""L1"": ""18 liters/cow per week"",
  ""L2"": ""2160 liters / 18 = 120 cows"",
  ""L3"": ""24 cows * 5 weeks = 120 cows"",
  ""FA"": ""24""
}
```"
331,0.0,"{""L1"": ""4*2-1=7"", ""L2"": ""16-7-4=5"", ""L3"": ""3*5=15"", ""L4"": ""15*2=30"", ""L5"": ""30/5=6"", ""FA"": """"}","{""L1"": ""4 * 2 - 1 = 7 miles"", ""L2"": ""16 - 7 - 4 = 5 miles"", ""L3"": ""3 * 5 = 15 truckloads"", ""L4"": ""15 * 2 = 30 bags"", ""L5"": ""30 / 5 = 6 barrels""}","```json
{
  ""L1"": ""4 * 2 - 1 = 7 miles"",
  ""L2"": ""16 - 7 - 4 = 5 miles"",
  ""L3"": ""3 * 5 = 15 truckloads"",
  ""L4"": ""15 * 2 = 30 bags"",
  ""L5"": ""30 / 5 = 6 barrels""
}
```"
6779,0.4,"{""L1"": ""20*3=60"", ""L2"": ""60/10=6"", ""L3"": ""50*2=100"", ""L4"": ""100/10=10"", ""L5"": ""10-6=4"", ""FA"": """"}","{""L1"": ""20 x 3 = 60"", ""L2"": ""60 / 10 = 6"", ""L3"": ""50 x 2 = 100"", ""L4"": ""100 / 10 = 10"", ""L5"": ""4""}","```json
{
  ""L1"": ""20 x 3 = 60"",
  ""L2"": ""60 / 10 = 6"",
  ""L3"": ""50 x 2 = 100"",
  ""L4"": ""100 / 10 = 10"",
  ""L5"": ""4""
}
```"
690,0.25,"{""L1"": ""2400/2=1200"", ""L2"": ""2400+1200=3600"", ""L3"": ""3600/3=1200"", ""L4"": ""3600-1200=2400"", ""FA"": """"}","{""L1"": ""2400/2=1200"", ""L2"": ""3600"", ""L3"": ""1200/3=400"", ""L4"": ""2400""}","```json
{
  ""L1"": ""2400/2=1200"",
  ""L2"": ""3600"",
  ""L3"": ""1200/3=400"",
  ""L4"": ""2400""
}
```"
3588,1.0,"{""L1"": ""810/3=270"", ""L2"": ""270/3=90"", ""L3"": ""90/3=30"", ""FA"": """"}","{""L1"": ""810 / 3 = 270"", ""L2"": ""270 / 3 = 90"", ""L3"": ""90 / 3 = 30"", ""FA"": ""30""}","```json
{
  ""L1"": ""810 / 3 = 270"",
  ""L2"": ""270 / 3 = 90"",
  ""L3"": ""90 / 3 = 30"",
  ""FA"": ""30""
}
```"
6728,0.0,"{""L1"": ""42/2=21"", ""L2"": ""21+17=38"", ""L3"": ""38-3=35"", ""FA"": """"}","{""L1"": ""21"", ""L2"": ""38"", ""L3"": ""35"", ""FA"": ""35""}","```json
{
  ""L1"": ""21"",
  ""L2"": ""38"",
  ""L3"": ""35"",
  ""FA"": ""35""
}
```"
6977,0.0,"{""L1"": ""140/2=70"", ""L2"": ""140+70=210"", ""L3"": ""250-210=40"", ""FA"": """"}","{""L1"": ""2 * number of boys = 140"", ""L2"": ""Number of girls + Number of boys = 210"", ""L3"": ""250 - (number of boys) = 40"", ""FA"": ""40""}","```json
{
  ""L1"": ""2 * number of boys = 140"",
  ""L2"": ""Number of girls + Number of boys = 210"",
  ""L3"": ""250 - (number of boys) = 40"",
  ""FA"": ""40""
}
```"
1192,1.0,"{""L1"": ""120/3=40"", ""L2"": ""120/2=60"", ""L3"": ""40+60=100"", ""L4"": ""120-100=20"", ""FA"": """"}","{""L1"": ""120/3 = 40"", ""L2"": ""120/2 = 60"", ""L3"": ""40 + 60 = 100"", ""L4"": ""120 - 100 = 20"", ""FA"": ""20""}","```json
{
  ""L1"": ""120/3 = 40"",
  ""L2"": ""120/2 = 60"",
  ""L3"": ""40 + 60 = 100"",
  ""L4"": ""120 - 100 = 20"",
  ""FA"": ""20""
}
```"
2267,0.0,"{""L1"": ""11*4=44"", ""L2"": ""20*3=60"", ""L3"": ""44+60=104"", ""L4"": ""104/2=52"", ""L5"": ""52/2=26"", ""FA"": """"}","{""L1"": ""44 items of clothing"", ""L2"": ""60 items of clothing"", ""L3"": ""104"", ""L4"": ""52"", ""L5"": ""26""}","```json
{
  ""L1"": ""44 items of clothing"",
  ""L2"": ""60 items of clothing"",
  ""L3"": ""104"",
  ""L4"": ""52"",
  ""L5"": ""26""
}
```"
